"","baseMean","log2FoldChange","lfcSE","pvalue","padj","entrezid","symbol"
"3624",1427.72313546506,5.26020176456463,0.322899513023815,2.35859914057295e-52,5.49765873676149e-48,"3624","INHBA"
"4316",318.149891134276,6.42092493361118,0.425671417562626,1.6750652244402e-47,1.95220476582384e-43,"4316","MMP7"
"1001",948.16981536613,5.22446210133837,0.345258278044887,2.61798452961634e-47,2.03408671336091e-43,"1001","CDH3"
"1469",232.978440304933,5.94842437933609,0.409618793863816,4.94356685904916e-43,2.88073999793942e-39,"1469","CST1"
"1301",1104.28837761414,5.41899417299289,0.392963806544491,4.77240733494463e-41,1.85400070950374e-37,"1301","COL11A1"
"57214",1614.96914638673,3.12675417823545,0.195532452024882,4.74961589109003e-41,1.85400070950374e-37,"57214","CEMIP"
"7472",166.633243681754,5.19401511932476,0.427565504888585,6.1227352304649e-32,2.03878336409866e-28,"7472","WNT2"
"57761",796.578741408666,3.57899776788332,0.268845718856857,7.9454467303886e-32,2.31500522298285e-28,"57761","TRIB3"
"115908",582.738817917485,3.76598993554299,0.288146804370326,1.11972201169094e-31,2.89995559672268e-28,"115908","CTHRC1"
"11082",130.401649016239,5.34801085466628,0.455933543942586,2.26694608977735e-28,5.28402464066203e-25,"11082","ESM1"
"4314",3136.08836676693,5.89775743347706,0.591734592535785,9.05250591332419e-28,1.9182260030334e-24,"4314","MMP3"
"6422",526.433512307868,-3.85999832474753,0.338448674549502,5.8484433326951e-26,1.13601138034825e-22,"6422","SFRP1"
"92736",258.898020486968,-5.38503996908314,0.51952702699812,1.16550763040495e-25,2.08975518131608e-22,"92736","OTOP2"
"766",798.070022118117,-4.79838934574502,0.462386800373246,3.47627786995496e-25,5.78775434791288e-22,"766","CA7"
"2118",660.759581260242,4.22974903660384,0.39936093220046,1.06898930118046e-24,1.66113810808102e-21,"2118","ETV4"
"55532",333.582264478839,-4.02012182262852,0.36857373940255,2.39507981350554e-24,3.48918221081254e-21,"55532","SLC30A10"
"643911",76.3521580064492,3.93320832561053,0.344239931741088,2.98727258714553e-24,4.09590216081031e-21,"643911","CRNDE"
