"","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol"
"28820",91.3037077875315,3.74951759087133,0.786915925576186,1.98802960170402e-08,1.28291810261393e-05,"IGLV1-51"
"28919",576.762546956502,5.57946347056557,1.56778118760679,2.39291364805249e-08,1.49095023126415e-05,"IGKV2-30"
"54361",185.013383905986,2.78658097554726,0.557743874944954,2.58942308468676e-08,1.50929953926468e-05,"WNT4"
"100423062",5648.27300228603,3.22495294975011,0.686219181234854,2.5544753840727e-08,1.50929953926468e-05,"IGLL5"
"28299",511.211664504354,4.44231738798666,1.04873301077191,3.48402790922077e-08,1.96727813411594e-05,"IGKV1-5"
"51237",724.173676097964,3.08006298310152,0.638165078857699,3.76991202426448e-08,2.06419819292227e-05,"MZB1"
"28392",463.995740031808,5.41807101226312,1.48914622794885,4.95316744291654e-08,2.63231713311938e-05,"IGHV4-59"
"54346",53.5945431748612,4.76183216019163,1.00285910085613,5.15226504099468e-08,2.65989362930665e-05,"UNC93A"
"28388",117.115878275674,3.88405416181179,0.867459417771871,6.6998514598049e-08,3.36276711186708e-05,"IGHV5-51"
"6278",58.1024752764046,8.07651173564158,2.06967427562571,8.73996539059947e-08,4.26817390926329e-05,"S100A7"
"28883",110.860041749938,3.43992823055369,0.763182673425057,1.09226843742557e-07,5.1937364199586e-05,"IGKV2D-28"
"3397",7209.88537579659,4.45256893476636,1.0729667162097,1.16736377846905e-07,5.40848618286082e-05,"ID1"
"170689",743.170049689037,-2.5444286501388,0.55912680358544,1.4897121093395e-07,6.72940202591385e-05,"ADAMTS15"
"3542",336.187417717695,2.77363006151043,0.61121775934256,1.57586941633404e-07,6.9449718253024e-05,"IGLC6"
"728343",65.8648360169119,7.39018608388147,1.76086006266326,1.94708743511919e-07,8.37664830123064e-05,"NXF2B"
"28813",251.356603406227,3.92777773096907,0.966986547273971,2.20254422080014e-07,9.25529570363667e-05,"IGLV2-23"
"5068",2411.66580398798,5.80725203942139,1.62723273590929,2.42021740843511e-07,9.80796855413289e-05,"REG3A"
"28941",306.561932187514,4.16181897420208,1.06257727249041,3.4540280866486e-07,0.000135675724994899,"IGKV1-9"
"28950",927.630695534034,2.86855208814309,0.666931598159441,3.58249306036649e-07,0.000137727802356941,"IGKJ1"
"11148",93.6616737150075,4.47444901371019,1.06471337418987,4.07187309358875e-07,0.000153280572766781,"HHLA2"
"28935",109.48288886399,4.19079944038657,1.10206076149551,5.76460338910767e-07,0.000208321237275573,"IGKV1-27"
"28796",83.8013076973231,4.9624065582757,1.70288513220778,6.50235500308931e-07,0.000230374612844746,"IGLV3-21"
"7038",278.361831608104,3.34425372345659,0.871146704120455,6.72274625761201e-07,0.00023360250409383,"TG"
"6783",17.8481736636535,6.25880830380979,1.73455902666616,6.9459187472843e-07,0.000236803407254113,"SULT1E1"
"3503",5253.11015096145,3.1552111640444,0.736151870414314,7.09003446082255e-07,0.00023724043087519,"IGHG4"
"101928483",537.785827628928,-2.66210555373402,0.651935211929831,7.30593593471536e-07,0.000240019920735222,"NALT1"
"5644",127.940909793113,6.17829516510791,2.10514993410704,7.65879295075542e-07,0.000247119160405714,"PRSS1"
"28943",91.4004240359526,3.80555818713561,1.04054507633886,8.65117712424778e-07,0.000270964731267644,"IGKV1-6"
"28881",266.721326486659,5.08048473453628,2.26950397001451,8.99766665341669e-07,0.000270964731267644,"IGKV2D-30"
"84830",142.425153431493,5.13340664629154,1.27324703799765,8.98142094402412e-07,0.000270964731267644,"ADTRP"
"28476",538.255520476436,3.84442246684875,1.10992098160249,8.96666987029296e-07,0.000270964731267644,"IGHJ5"
"28452",305.941757492192,4.47586401059312,2.67421191633578,1.32045329223113e-06,0.000385236394949856,"IGHV3-7"
"8908",537.585239851417,2.45705353820443,0.599247035971878,1.32185823714046e-06,0.000385236394949856,"GYG2"
"3494",20316.9407976117,4.20302804738549,1.31560465750254,1.51923371568953e-06,0.000435730698552288,"IGHA2"
"338557",145.553608150368,4.76516886750645,1.77576654875347,1.59837168033714e-06,0.000451265279562684,"FFAR4"
"28937",86.9979083672052,3.54225638134779,0.877182622293296,1.74097611689863e-06,0.000469517872481215,"IGKV1-17"
"3505",6099.69219131342,2.79195463887055,0.697824549215661,1.73692878886951e-06,0.000469517872481215,"IGHGP"
"28461",95.7384541095815,4.47694005815223,1.30134554993526,1.72567923952912e-06,0.000469517872481215,"IGHV1-69"
"100507639",34.7482131218916,5.44113939922049,1.52336634832025,1.90358349617469e-06,0.000505821326358536,"LINC02432"
"28914",465.285395068938,3.61969207158884,1.03856446961967,2.09557907378866e-06,0.000548768380931699,"IGKV3-11"
"6690",5771.39800288529,4.46054528717384,1.24158875163014,2.16157391063379e-06,0.000557963985589171,"SPINK1"
"10537",1602.5690481618,3.59696160316094,0.962441507752217,2.78422098533058e-06,0.000708564633576595,"UBD"
"9547",2440.30018329767,5.13057454701408,1.45700544051391,3.06139283888661e-06,0.000757757632956742,"CXCL14"
"28477",475.253612989378,3.61567932541416,1.00434971789851,3.03980073306243e-06,0.000757757632956742,"IGHJ4"
"7053",94.7400759034227,3.45768264852541,1.05166437163273,3.34486341052686e-06,0.00081673428330824,"TGM3"
"126520",43.7575281086,-3.1712015529706,0.842485466664498,3.48595848781592e-06,0.000839837118884612,"PLK5"
"107984764",42.3185186927312,6.25821208539132,2.17860584151323,3.80846998275693e-06,0.000885129877880372,"LINC02253"
"126259",37.1093811633841,3.61309043658247,1.02840899760454,3.77245345203476e-06,0.000885129877880372,"TMIGD2"
"284422",934.693894988852,3.53784574691943,1.00799633962608,3.89631756902384e-06,0.0008911716728442,"SMIM24"
"102723169",42.1522934233995,3.23173394008748,0.833797052214334,3.97603594468421e-06,0.000898037418556237,"IGHV1-69D"
"5645",498.302278028527,4.38393417635881,1.19339418247332,4.27510994599801e-06,0.000953666192768372,"PRSS2"
"1830",96.4439337923757,5.89633487276189,2.58575054780965,4.33117982729097e-06,0.000954391320723422,"DSG3"
"28775",961.529369156032,4.29229399926372,2.22069730196647,4.42118964978243e-06,0.000962487660023117,"IGLV7-46"
"3512",275.915873817511,3.50277739547697,1.13720370501114,5.06995911556924e-06,0.00109058441975263,"JCHAIN"
"7044",102.960049099944,-2.2417593840669,0.601738547751646,6.21823794565209e-06,0.00132185107576456,"LEFTY2"
"220082",24.2266878088977,5.1780094924334,1.46078955874738,6.35594224315654e-06,0.00133541302780925,"CBY2"
"28833",498.843644392528,3.40967864401077,1.10559834809909,7.2945808275241e-06,0.00151500897669578,"IGLJ1"
"28424",200.905537537176,4.23498437385361,1.59308086993558,7.40561912067025e-06,0.00152059240785671,"IGHV3-48"
"1671",2290.90250449705,4.45002868013887,1.59410036768899,7.76798653771755e-06,0.00157707582865189,"DEFA6"
"89858",77.9359384570488,2.00032489906529,0.540928359780365,8.44233223809592e-06,0.00169493890233506,"SIGLEC12"
"105375819",33.2118476019399,5.37013668834221,1.41476734121713,8.60335702907482e-06,0.00170828635338849,"UBE2V2-AS1"
"165545",408.530139279753,2.96502701096746,0.947481690286323,8.78909400025157e-06,0.0017261971683755,"DQX1"
"29902",54.0679987007561,-2.5647671441223,0.729981804920304,9.12266430654644e-06,0.00177020176601649,"FAM216A"
"126306",100.447097603577,2.70884267057195,0.770368855437954,9.21698626241194e-06,0.00177020176601649,"JSRP1"
"28793",236.612168509919,3.64734165372069,1.17410028037638,9.30705450061249e-06,0.00177020176601649,"IGLV3-25"
"4613",32.0362269677278,3.74571301219817,1.09448206909935,9.81571382353121e-06,0.00179151649573117,"MYCN"
"28913",519.003991107761,3.4291736925014,1.21337965663231,9.79580501490536e-06,0.00179151649573117,"IGKV3-15"
"102724638",55.9036635154503,3.8557779293344,1.1762174850785,9.76564392362642e-06,0.00179151649573117,"LOC102724638"
"94234",461.534077357335,3.53071091135432,1.36137060783185,1.0546798870827e-05,0.00190570108796974,"FOXQ1"
"639",116.984461297424,2.43933119756588,0.707292075662951,1.27241238423053e-05,0.00223215722045256,"PRDM1"
"1943",311.503985528052,3.86811250866925,1.11177797831366,1.40149414290657e-05,0.00241177120649322,"EFNA2"
"28444",99.3296414661817,4.11465161087805,2.0746598826341,1.50647445856576e-05,0.00256797047092686,"IGHV3-21"
"28815",223.44698307304,3.19310790312294,1.1224440410254,1.59304739352352e-05,0.00269016573397911,"IGLV2-14"
"50615",49.4427730494339,2.29345243614916,0.66962103177229,1.72176993850908e-05,0.00285418908430464,"IL21R"
"28875",186.537398231362,3.47929763459406,1.42780859837903,1.77815226994487e-05,0.00290933100574945,"IGKV3D-15"
"629",5900.12582452147,2.244202380095,0.712456572564222,1.78723638075261e-05,0.00290933100574945,"CFB"
"2300",117.101844166763,2.3544620248474,0.679883517352906,1.82098872589779e-05,0.00293780761502206,"FOXL1"
"8530",166.04739924045,2.65879837766242,0.828303196430659,1.91679781962019e-05,0.00306501060201038,"CST7"
"28773",20.6559571801029,4.7967584308341,1.32829608744948,1.97722482621663e-05,0.00313390134955335,"IGLV9-49"
"107986566",38.0724348672143,4.60124032365836,1.40067374270156,2.03598103011488e-05,0.00319896880288224,NA
"64106",84.626132158588,3.12505066517324,0.944692205907145,2.35431486576435e-05,0.00363590729140991,"NPFFR1"
"140738",452.306914227736,2.19169530043809,0.658469275110512,2.70902119810874e-05,0.00414824610412092,"TMEM37"
"51214",87.5490418212497,4.95381215848709,1.98481319957945,2.83358939793746e-05,0.00426667723594433,"IGF2-AS"
"4091",595.956080373322,1.85023230605491,0.557931532616804,2.81452033684399e-05,0.00426667723594433,"SMAD6"
"102724615",138.926518796467,3.59244135767762,1.5261871791918,2.90230522397499e-05,0.00433402918115736,NA
"6343",61.6125023231186,2.63311698031274,0.843419775550181,3.19726621688924e-05,0.00473536092401407,"SCT"
"11281",23.0365146384773,7.70965391780825,3.24989809135328,3.51133398440265e-05,0.00507570350113372,"POU6F2"
"256764",24.3662943255839,4.33410794031011,1.58637344766416,3.63834579197933e-05,0.00521756112025988,"WDR72"
"8817",43.5551168654041,2.64095312084307,0.857167089710446,3.89318698036638e-05,0.00553905476757796,"FGF18"
"85315",599.172577712321,1.80311037474524,0.560386056002805,3.95367328895802e-05,0.00558116583267051,"PAQR8"
"28908",769.196793032898,3.01506931452617,1.24793730355432,4.15190553942864e-05,0.00577082932245662,"IGKV4-1"
"28468",156.700912414436,3.78218393336358,1.45027766249015,4.324726141647e-05,0.00596515088957402,"IGHV1-18"
"6375",151.594067437654,3.31471364744478,1.17481837756369,4.69565413618615e-05,0.00637938154787575,"XCL1"
"200010",168.583085306486,2.92771754292516,0.928798287198789,4.83259726851006e-05,0.00644747579354433,"SLC5A9"
"107986554",79.2035782823197,3.35773465717743,1.50435493902884,4.79141004694708e-05,0.00644747579354433,NA
"923",257.805508754195,1.83172910245134,0.570960948779389,4.85282366440881e-05,0.00644747579354433,"CD6"
"4321",67.6244054123975,2.25837300308711,0.743164895487702,4.98941013418067e-05,0.00658055851930734,"MMP12"
"80168",743.422814791645,2.90998903922093,1.20964153530443,5.19194770362245e-05,0.00679806543889522,"MOGAT2"
"2938",21.9303570697598,4.26197461748066,1.34913254323164,5.31277198449301e-05,0.00690622136602908,"GSTA1"
"28874",92.8599837225821,2.70442610038904,0.873767797090325,5.35546891299059e-05,0.00691199769920193,"IGKV3D-20"
"28395",42.5258208973532,2.823868053715,0.910930831861739,5.42823626355424e-05,0.00695622702455047,"IGHV4-34"
"28465",91.199511984011,3.52394114889059,1.47310121415423,5.50623883383882e-05,0.00700649503441082,"IGHV1-46"
"28450",78.6850750388464,3.0963226664923,1.1428883695881,5.58130083620773e-05,0.00705234439226836,"IGHV3-11"
"3605",12.4829519946438,4.56998622685798,1.4342197037838,6.09140164565757e-05,0.00749663819150696,"IL17A"
"103695435",36.7236176068873,5.52995933287854,1.98248212244285,6.06994821062898e-05,0.00749663819150696,"BBOX1-AS1"
"28778",115.812503986502,2.74528899154844,1.04391690922989,6.01259282000347e-05,0.00749663819150696,"IGLV6-57"
"94122",28.4568480699563,3.04894134856831,0.981908268190446,6.09887550031282e-05,0.00749663819150696,"SYTL5"
"254173",51.1450338419041,2.88182233754086,0.982255523522092,6.2768421481979e-05,0.00766326086322891,"TTLL10"
"3502",9263.16379229693,2.21673670836745,0.75578198167838,6.40736594387333e-05,0.00777011377448639,"IGHG3"
"28921",121.953925974367,2.75537244157675,1.04994859822017,6.65180982915613e-05,0.00795970541741869,"IGKV2-28"
"401431",66.9908798593359,-2.19059663533819,0.718015774277444,6.71156186408954e-05,0.00797836916593644,"ATP6V0E2-AS1"
"1670",4281.40225345534,3.91811974084092,3.00969167850359,7.47126747801738e-05,0.00876612545846078,"DEFA5"
"285971",653.142851066834,-1.65563912831625,0.543920981340207,7.70453014535486e-05,0.00892392020489852,"ZNF775"
"107984567",32.2406521084806,2.23179641977887,0.750852310535344,8.35615629031092e-05,0.0096170310834158,NA
"28912",919.247792177733,2.08872862105449,0.742162045129809,8.53961130525768e-05,0.00976596434650006,"IGKV3-20"
"168002",96.6389169676597,3.35340951831067,1.1548518891987,8.68857405642468e-05,0.00987382670600865,"DACT2"
"6812",391.463300479239,-1.68404942344596,0.573856839799264,8.80741708641179e-05,0.00993407011363924,"STXBP1"
"3501",19061.2480385958,2.54703197269982,0.87850005917632,9.02513748869653e-05,0.010066370943411,"IGHG2"
"28834",152.454985742103,2.97393516184249,1.16639086875012,9.1220526419255e-05,0.0101120471893835,"IGLC7"
"104797538",12.8116308830905,4.87716604000606,1.61647361850207,9.31550210221419e-05,0.0102635248466407,"KCNMB2-AS1"
"285848",34.1358221129015,3.00958502425499,1.00785360132119,9.71607464210543e-05,0.0106399850126184,"PNPLA1"
"57016",116.216818907929,3.75031165505329,1.48557414274792,0.00010573413005919,0.0113720833097589,"AKR1B10"
"723778",31.7703330530785,2.6191874830376,0.926455348239975,0.000116777233329316,0.0124854901125882,"MIR650"
"28906",17.3063303892235,4.7475951112607,2.20124498769036,0.000117738717453065,0.012514240503879,"IGKV6-21"
"83416",73.905921331397,2.47193283463417,0.992320878983072,0.000125926211101484,0.0132288413278646,"FCRL5"
"28514",281.109526498704,2.09235665323306,0.739006341771874,0.000125531183189568,0.0132288413278646,"DLL1"
"28817",115.011499499759,2.54358702212199,1.00260182475016,0.000133234549359684,0.0138357188067824,"IGLV2-8"
"54825",970.213857194352,2.59138955582301,1.00686741292218,0.000142893920276532,0.0147540014027238,"CDHR2"
"101927401",92.5778193753033,2.05925497279931,0.759241896838523,0.000144375864817374,0.0148223153487792,"LOC101927401"
"100505633",531.406908174555,2.01315410841471,0.73408354698933,0.000149393278587356,0.0151901657932252,"LINC01133"
"10866",680.109772260137,2.2024891950256,0.847712102872282,0.000156089015642786,0.0156687356869416,"HCP5"
"387273",32.5136127916553,2.75340630300582,1.15717747093549,0.000160164519193163,0.0159890204270788,"KRTAP5-10"
"127733",514.377267244967,-1.46661309433723,0.529845601574442,0.000190650906728286,0.0188244329708929,"UBXN10"
"643236",32.6789363033854,2.6019755983965,0.950998123369334,0.000196986407289627,0.019136276308152,"TMEM72"
"57115",22.5109695253324,3.060416753252,1.16327823150261,0.000205570477972494,0.0197577285451329,"PGLYRP4"
"9245",351.692864598383,2.81337293311917,1.31223779518051,0.000215193964632266,0.0204649460365285,"GCNT3"
"8526",189.117270986615,-1.47321779325556,0.541959811608794,0.000217968009271986,0.0206202301546362,"DGKE"
"6280",1978.40507968288,2.81887902630851,1.36522742692604,0.000219767979998012,0.0206822272426254,"S100A9"
"1734",124.514192428384,2.33389464459468,0.936173457684195,0.000221718297973148,0.0207576576480664,"DIO2"
"2920",436.120432797003,1.75044217020557,0.651597963861523,0.00022445682509457,0.0209057235702772,"CXCL2"
"57823",94.2694645573024,1.96116821140365,0.796362108374912,0.00025946180052812,0.0237980470748355,"SLAMF7"
"822",4660.91300300345,1.80895212458753,0.713328602391585,0.000267531430496883,0.0244142697861019,"CAPG"
"166614",154.218729059742,-1.75645240345316,0.694228190574446,0.000290224086036878,0.0260898458238824,"DCLK2"
"2026",1801.08561206264,-1.44800059097503,0.560892678627159,0.000294626431093826,0.0263544801160116,"ENO2"
"28896",41.2460443360277,2.684517757962,1.9256594625118,0.000313292880360084,0.0278861529814106,"IGKV1D-33"
"28442",122.037803815643,2.5271227784753,1.67457414443072,0.000316481068133429,0.027911735564666,"IGHV3-23"
"10681",235.723445557594,-1.62751551074808,0.652860135523033,0.000319325805131228,0.028009213460758,"GNB5"
"3005",3349.14182569541,-1.12496933444253,0.428701893613396,0.000327012612773658,0.0285448835758803,"H1-0"
"64399",20.6154036951912,2.80398223834715,1.29406583239448,0.000397599228800741,0.0340484382236995,"HHIP"
"92312",440.275705339328,1.99319672135488,0.946480145057845,0.000403064912109474,0.034353678758991,"MEX3A"
"221692",116.352386643937,1.28379775854825,0.512859016291335,0.000426788658322945,0.0360357208749406,"PHACTR1"
"11211",80.7018749555194,2.61717026486796,1.32200189011981,0.000431335052499962,0.0360823752945454,"FZD10"
"51176",123.756246053575,2.20049170225342,1.31981290434431,0.000468618314110017,0.0386642206285566,"LEF1"
"100507173",24.4151554982973,2.0608362345619,0.896009939694444,0.000477554174054491,0.0392223925954118,"LINC01012"
"51559",1215.40443198113,-1.77171672217404,0.861446512326258,0.000482503360885929,0.0393628495572993,"NT5DC3"
"1297",285.738420430034,2.90373528699372,1.4121418395554,0.000493532132012043,0.0399893815844198,"COL9A1"
"3604",17.6209922995887,2.31428424871771,0.987019801643832,0.000527245338248781,0.0419118977387143,"TNFRSF9"
"64102",18.7038534680307,4.20187503938156,2.40448057050177,0.00055451578157136,0.0430023418764503,"TNMD"
"105376689",156.264408850756,2.20537774412197,1.01654169185546,0.000586124712797897,0.0450667550448732,"LOC105376689"
"57545",110.276371045295,-1.66610955853577,0.772554868230688,0.00060805425971173,0.0458225607839119,"CC2D2A"
"3706",453.031975486138,1.68808936281763,0.82396021769142,0.000606766664658056,0.0458225607839119,"ITPKA"
"28823",442.87475544011,2.05350897558248,1.61757516046952,0.000606471667180451,0.0458225607839119,"IGLV1-44"
"105374854",12.6986200311768,2.38177788783008,1.02561126138189,0.000626486481415478,0.0463933780028536,"LOC105374854"
"28448",61.0231823110606,2.38357495722431,1.56878494230131,0.000661706511661546,0.0479080225118023,"IGHV3-15"
"107987223",299.98229737984,2.86956888296608,1.32141150080665,0.000661639839021577,0.0479080225118023,"LOC107987223"
"7031",3770.62511809893,2.80139926848835,1.49440758865667,0.000657357684839378,0.0479080225118023,"TFF1"
"3957",184.025137079967,2.12858800919656,2.13505652233112,0.000677341659671596,0.0487605037793071,"LGALS2"
