"","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol","entrezid"
"389791",33.384418042117,1.5198674348555,0.267788862807966,8.84022006896753e-10,2.59689419128494e-08,"PTGES2-DT","389791"
"1129",299.32183785409,-3.99010220795108,1.02546676304281,8.90682147380878e-10,2.61143524192464e-08,"CHRM2","1129"
"6817",947.034255785146,-1.43342142652589,0.258768769029835,9.0053371052757e-10,2.63628097207e-08,"SULT1A1","6817"
"92815",344.336288323793,1.66282838328586,0.306595682637955,9.12254049792426e-10,2.66462777526462e-08,"H2AC25","92815"
"107987115",25.149998757751,-2.15203717041797,0.396015445205627,9.33424169149838e-10,2.7230518096012e-08,"LOC107987115","107987115"
"107985504",49.98183825515,-1.40022335890931,0.245795540348804,9.45451218459694e-10,2.75125124233171e-08,"LOC107985504","107985504"
"388595",77.5268437423559,-1.75569310573756,0.323244936064632,9.5463277199978e-10,2.76473190762522e-08,"TMEM82","388595"
"6691",43.1166887978345,-2.48652463063314,0.475059389694131,9.54828257599339e-10,2.76473190762522e-08,"SPINK2","6691"
"125",2533.96903024929,-3.67690163803446,0.830727258825988,9.54048909167659e-10,2.76473190762522e-08,"ADH1B","125"
"23500",623.54990687486,-1.05585887310371,0.18321779377384,9.52693922448576e-10,2.76473190762522e-08,"DAAM2","23500"
"1412",25.2054187250478,-2.49151266845905,0.460711370670534,9.6318899324609e-10,2.78548042724232e-08,"CRYBA2","1412"
"4487",80.1157332634807,2.39036252062625,0.468764182564381,9.71217026069391e-10,2.80521656265817e-08,"MSX1","4487"
"2674",586.86388248601,-2.57341563272045,0.540037059885516,1.00292913371795e-09,2.89322712596926e-08,"GFRA1","2674"
"1051",1136.42781723365,1.52869512339661,0.278689850722182,1.0104553784369e-09,2.91133552731592e-08,"CEBPB","1051"
"1909",379.539016839046,1.53696068762043,0.27673424677774,1.02768037110109e-09,2.95730886049326e-08,"EDNRA","1909"
"3782",475.065170243687,-1.70097265172126,0.315371118947217,1.04028078113251e-09,2.98987727834991e-08,"KCNN3","3782"
"6713",2402.72000630163,2.19028194678293,0.428698833563872,1.06152288411896e-09,3.04568729446206e-08,"SQLE","6713"
"4288",4603.41589934645,1.24361359867273,0.219733517399891,1.06355136804633e-09,3.04568729446206e-08,"MKI67","4288"
"9058",157.638376459676,-2.32704849599626,0.454153726988692,1.06361897022271e-09,3.04568729446206e-08,"SLC13A2","9058"
"80312",375.959524945233,-1.1393358126224,0.200183096176788,1.07419516103015e-09,3.07219816054624e-08,"TET1","80312"
"11335",3077.11569611604,1.139577557012,0.201261755639842,1.07770650374282e-09,3.07846334506635e-08,"CBX3","11335"
"11248",120.388101045652,-1.65630834353966,0.302616492716706,1.08831839570913e-09,3.10497105086709e-08,"NXPH3","11248"
"9188",4369.34281829771,1.38301366536908,0.246336727550349,1.09025819386481e-09,3.10670271892358e-08,"DDX21","9188"
"25802",2797.40420512429,-2.25416194995593,0.457623572613603,1.10473931362411e-09,3.14412315766354e-08,"LMOD1","25802"
"105373557",77.957218614752,1.77247955470916,0.325914463718566,1.1159354356947e-09,3.17211452080582e-08,"SOCAR","105373557"
"84417",40.3470080580992,-3.16645595791523,0.678983246095946,1.12550295301732e-09,3.18527422517289e-08,"ECRG4","84417"
"107984079",45.3584657000103,-1.55356163314912,0.277607763469475,1.12603113026833e-09,3.18527422517289e-08,"LOC107984079","107984079"
"80323",913.779780811947,-1.37283030027824,0.2479635018255,1.12391376902867e-09,3.18527422517289e-08,"CCDC68","80323"
"1734",351.84493000013,1.90333718395751,0.357955536017024,1.13601705630051e-09,3.20962685640103e-08,"DIO2","1734"
"79981",628.957204515242,-1.70544539627532,0.314467744775362,1.1385669674341e-09,3.21293673655222e-08,"FRMD1","79981"
"6615",60.2320418482468,2.03907686781211,0.381301977074385,1.17353263640356e-09,3.30760244521531e-08,"SNAI1","6615"
"105375404",69.3168000829,-1.1863277935387,0.207908672945885,1.18038775046648e-09,3.32290556468879e-08,"LOC105375404","105375404"
"9966",524.93578596829,1.52574120682784,0.277745603915592,1.18401987478252e-09,3.32910968170155e-08,"TNFSF15","9966"
"116225",487.295929616781,1.17134378015869,0.206802357276515,1.19607157534049e-09,3.35894365657969e-08,"ZMYND19","116225"
"79080",385.642870835088,1.34082082350266,0.241119725035543,1.2107467522831e-09,3.3960645064942e-08,"CCDC86","79080"
"57452",103.137064956428,-1.65246114982877,0.304349425773951,1.22926884035699e-09,3.44387348556264e-08,"GALNT16","57452"
"6369",553.881100918936,1.58870193447908,0.294423113468585,1.24459434093543e-09,3.48262298833902e-08,"CCL24","6369"
"728577",156.831820474004,-1.75871131586846,0.327926816783553,1.25869560042231e-09,3.51785800362633e-08,"CNTNAP3B","728577"
"83959",102.643063980411,2.21973259022256,0.428195604988939,1.26264441319517e-09,3.52466809906184e-08,"SLC4A11","83959"
"57016",1257.71424166678,-2.1866484784275,0.440608718880037,1.3091304242204e-09,3.65006232753031e-08,"AKR1B10","57016"
"105374636",17.0126180750058,-2.249413931114,0.413217809507533,1.34507934242002e-09,3.74228390621521e-08,"LOC105374636","105374636"
"10799",144.601363149344,1.38551117737441,0.247654105165602,1.34541761268538e-09,3.74228390621521e-08,"RPP40","10799"
"677842",45.6033064040232,1.44352314835763,0.257458961652336,1.35465774963814e-09,3.76349433686714e-08,"SNORA50C","677842"
"1261",67.3861369696181,-2.32727267742203,0.461254578515034,1.36043514582407e-09,3.77055681498373e-08,"CNGA3","1261"
"3002",138.18255200183,1.86735863728193,0.351872598534905,1.3588515904663e-09,3.77055681498373e-08,"GZMB","3002"
"2128",43.068367723171,2.7280172313495,0.551320868590233,1.3760858878e-09,3.804885641605e-08,"EVX1","2128"
"727677",36.4412534507569,2.26776306471293,0.424706533732444,1.38109440402487e-09,3.81420965206348e-08,"CASC8","727677"
"54827",2963.21447265196,-2.10873992632182,0.414412135925809,1.38680154657712e-09,3.82543872771197e-08,"NXPE4","54827"
"9824",712.989470735565,1.29852762999186,0.231949361821859,1.40054586602715e-09,3.85878529447126e-08,"ARHGAP11A","9824"
"105372143",105.4396693766,-1.11153002320447,0.195328364293303,1.43103011869578e-09,3.93347653734432e-08,"LOC105372143","105372143"
"9456",275.48539819018,1.40346903777728,0.254624174189913,1.44977206509526e-09,3.98029882983572e-08,"HOMER1","9456"
"57670",426.302122973729,1.49828641985987,0.274872754319706,1.50706642509905e-09,4.13273074148632e-08,"KIAA1549","57670"
"79850",388.897442313605,1.21069580036521,0.21636610054363,1.51156109746112e-09,4.14018538433857e-08,"TLCD3A","79850"
"6352",882.006558523936,-1.39215157093531,0.252100583350697,1.53599404992282e-09,4.19724329538699e-08,"CCL5","6352"
"23492",760.590886756815,-1.35882771349635,0.248394100516953,1.53481095086212e-09,4.19724329538699e-08,"CBX7","23492"
"2920",875.783502708462,2.68370621139678,0.586110875165682,1.55662347767803e-09,4.24863426711911e-08,"CXCL2","2920"
"103021165",49.4803094710519,3.11882371614342,0.669914938765412,1.55934778485146e-09,4.25109210726347e-08,"CASC19","103021165"
"144455",211.523202353717,1.37844441319553,0.24915250318169,1.56321860535331e-09,4.25666617665657e-08,"E2F7","144455"
"5549",365.524471592086,-2.52727702077085,0.545397019457016,1.57432057030051e-09,4.2805553368771e-08,"PRELP","5549"
"7153",4146.63500813065,1.6286591313418,0.303503653274647,1.57566454118176e-09,4.2805553368771e-08,"TOP2A","7153"
"222553",73.9856827240731,-1.95645651866925,0.375142092871463,1.58813459890528e-09,4.30940970499223e-08,"SLC35F1","222553"
"9465",424.074704434549,-1.49485310358401,0.27553326514615,1.61346270597508e-09,4.37304676902014e-08,"AKAP7","9465"
"100507308",37.5793306292308,-2.06068241990343,0.393463530333949,1.63371856057702e-09,4.42280440516721e-08,"TARID","100507308"
"125058",2016.38848927104,1.09390817551182,0.19408822984566,1.66714024597422e-09,4.50804779505953e-08,"TBC1D16","125058"
"388585",32.102331912027,-1.80351942634595,0.331583891446324,1.68029897699482e-09,4.53836487309065e-08,"HES5","388585"
"5068",1961.28785815978,5.20131332767922,1.8134343069551,1.70270077426926e-09,4.59354772539841e-08,"REG3A","5068"
"401207",321.172348801845,-1.01899724860173,0.179065010070127,1.73630912604784e-09,4.6788010889074e-08,"C5orf63","401207"
"55143",577.140725877149,1.36715195998519,0.24972446648787,1.74836558740116e-09,4.70584913126255e-08,"CDCA8","55143"
"9833",629.901691114981,1.64168010165927,0.306788014721943,1.76655482389713e-09,4.74932253635735e-08,"MELK","9833"
"6520",2829.04600000225,1.27249689040828,0.227604777144434,1.77135424349712e-09,4.75673917761226e-08,"SLC3A2","6520"
"1946",273.364624578043,-1.55755190186126,0.286304283753784,1.7882636527505e-09,4.79662111414977e-08,"EFNA5","1946"
"1019",1400.20030575995,1.02830083960901,0.18149582551845,1.79664335944736e-09,4.81355862820213e-08,"CDK4","1019"
"100996348",65.4279459381324,-2.09229968336897,0.409425894496862,1.8006930549187e-09,4.81886962308841e-08,"CA3-AS1","100996348"
"60495",103.159110012859,-1.87478715361666,0.358263600059743,1.81597395432582e-09,4.85419001162622e-08,"HPSE2","60495"
"339451",226.776856019291,1.11000502272121,0.196670147182772,1.82266683977997e-09,4.86461385104044e-08,"KLHL17","339451"
"1111",581.582955294655,1.22700009666405,0.219705394803979,1.824047580681e-09,4.86461385104044e-08,"CHEK1","1111"
"6280",1606.40841223465,2.34652019230739,0.456392983874048,1.84003021918162e-09,4.90163021473192e-08,"S100A9","6280"
"3745",99.4557148143656,-2.42526892945686,0.495193862358253,1.8711437820107e-09,4.97882310672231e-08,"KCNB1","3745"
"5954",2539.07654371498,1.2127636570198,0.218547998186593,1.88124356260706e-09,4.9999893045391e-08,"RCN1","5954"
"183",322.544231547301,1.75816384981377,0.336391284715342,1.88637998997963e-09,5.0079306590473e-08,"AGT","183"
"63967",517.663132033764,1.40830829481181,0.258120537670217,1.91351087622756e-09,5.07417804482231e-08,"CLSPN","63967"
"79628",263.982160168436,1.53307539071114,0.285472402837942,1.98757163315066e-09,5.26458036330781e-08,"SH3TC2","79628"
"9388",1003.75941564567,1.11818123625013,0.199606444988461,2.00674662521616e-09,5.30331713006389e-08,"LIPG","9388"
"4488",69.9976715336232,2.58361525525358,0.522333275702666,2.00915554692298e-09,5.30367006152069e-08,"MSX2","4488"
"348093",56.8249754237035,-2.1430758818614,0.417259661141916,2.01341257602557e-09,5.30889521884389e-08,"RBPMS2","348093"
"374977",138.169685130928,-1.82037726051331,0.349491697153829,2.02385267350617e-09,5.31837451710883e-08,"MROH7","374977"
"643680",139.34298091096,-1.53386753429505,0.285564756300902,2.02148602589637e-09,5.31837451710883e-08,"MS4A4E","643680"
"6358",56.3239825153225,-1.58594673203302,0.292585518476469,2.02266295092747e-09,5.31837451710883e-08,"CCL14","6358"
"5471",547.556621452312,1.24205986294018,0.225453536716275,2.08166562804353e-09,5.46413785180931e-08,"PPAT","5471"
"9603",2066.09325109496,1.50592116182257,0.279530458950906,2.09939625535011e-09,5.5044800130434e-08,"NFE2L3","9603"
"1281",58633.3062696125,1.84731023692062,0.357512267909928,2.13219761122503e-09,5.58420158652182e-08,"COL3A1","1281"
"110599564",119.909673115042,1.59151343768371,0.297172586511604,2.13881465142977e-09,5.5952447486169e-08,"EEF1AKMT4","110599564"
"4916",146.736494569521,-2.0485200473068,0.40219133132239,2.19757650799277e-09,5.736093037492e-08,"NTRK3","4916"
"4234",234.764002366504,1.35541169371494,0.248635392981719,2.24946018771721e-09,5.85186021378354e-08,"METTL1","4234"
"79974",1149.56523825483,-1.47068000632113,0.272498358139429,2.27076609078272e-09,5.90070087068612e-08,"CPED1","79974"
"4058",233.247519798252,-1.46776596769381,0.268863164276089,2.29935603510653e-09,5.96833962386393e-08,"LTK","4058"
"27299",5099.32334915064,-2.23826764893054,0.458234312897672,2.32806272616941e-09,6.03613059891911e-08,"ADAMDEC1","27299"
"51567",3303.35441760748,-1.18952434684527,0.213649766268229,2.39782261690349e-09,6.21009415304482e-08,"TDP2","51567"
"54892",874.256023110504,1.13206024729689,0.203670170533563,2.41590059362651e-09,6.24996969332301e-08,"NCAPG2","54892"
"26774",101.549616260425,1.2625893309676,0.227468135118909,2.44474405544712e-09,6.3105801980528e-08,"SNORD80","26774"
"338442",503.928846032466,2.86284600550409,0.61871565511238,2.44880081314144e-09,6.31405953025595e-08,"HCAR2","338442"
"112268323",23.5136877288597,-2.20425736381711,0.413226208099593,2.48704168259993e-09,6.3985049204991e-08,NA,"112268323"
"9464",325.099871292507,-2.88874137102158,0.678695870357612,2.48557457993497e-09,6.3985049204991e-08,"HAND2","9464"
"101928114",112.673409537184,3.03989316388966,0.721826368823097,2.49982257701039e-09,6.41731147293923e-08,"LINC01811","101928114"
"55353",3035.43716037578,1.69859214282836,0.325999689888391,2.4998579164395e-09,6.41731147293923e-08,"LAPTM4B","55353"
"27143",760.924837700905,1.39276644279006,0.256290909201462,2.51084483850348e-09,6.43842489996453e-08,"PALD1","27143"
"4175",1230.43948465819,1.01666409357761,0.181349397146619,2.5194489477473e-09,6.45338851901558e-08,"MCM6","4175"
"389337",620.725821598298,-1.27092184036189,0.230828669475395,2.53253794073206e-09,6.47979438644605e-08,"ARHGEF37","389337"
"8824",6624.1193064569,-1.33113873574172,0.24431396166488,2.57076229303413e-09,6.55600637727928e-08,"CES2","8824"
"30835",463.556662230348,-1.06415227396848,0.189299873555289,2.60180706746188e-09,6.62792578529715e-08,"CD209","30835"
"55920",3937.33975082369,1.0305777210367,0.184380259699277,2.60798189944137e-09,6.63640284869857e-08,"RCC2","55920"
"51042",357.634380464897,1.29671198065309,0.237950303658842,2.64203122514488e-09,6.71571492114525e-08,"ZNF593","51042"
"107986566",259.191766448088,-2.1199292825025,0.430942499164409,2.65278900260775e-09,6.72330088902635e-08,NA,"107986566"
"8877",338.770917350936,1.73532806446987,0.331003276764436,2.65366889094523e-09,6.72330088902635e-08,"SPHK1","8877"
"116135",40.5534028193024,-1.88314004314296,0.353338347269106,2.66446975894109e-09,6.74333611413224e-08,"LRRC3B","116135"
"619498",85.4294974005653,1.36962954578431,0.251331707456916,2.7137316720761e-09,6.86056090503491e-08,"SNORD74","619498"
"6401",342.903550749605,2.9800762180531,0.642737289485906,2.73739028947928e-09,6.91287435075542e-08,"SELE","6401"
"107986289",110.096240070375,-1.16305496138687,0.209308610850519,2.77201297186522e-09,6.9927327230743e-08,"LOC107986289","107986289"
"4684",530.598975913559,-1.67537664059296,0.322189389153829,2.80839110962062e-09,7.07684198639428e-08,"NCAM1","4684"
"387103",282.595512890376,1.78378247804307,0.345270217897591,2.81920141132683e-09,7.09641098235606e-08,"CENPW","387103"
"503638",147.396698294027,2.69330610233626,0.582053796455963,2.8998932974e-09,7.29165187368895e-08,"DUXAP9","503638"
"92293",44.8982688697544,-1.85215095296177,0.351928452937838,2.95487374921139e-09,7.42189140305693e-08,"TMEM132C","92293"
"80201",1020.60833509597,1.38381771475224,0.256762070162373,2.97061794300497e-09,7.45340512739535e-08,"HKDC1","80201"
"223117",199.812788110609,-2.15287022541831,0.444732199175422,2.99489714697743e-09,7.50624275256956e-08,"SEMA3D","223117"
"56169",32.003805899888,2.24931772240572,0.430704903579687,3.00078549162552e-09,7.512922559001e-08,"GSDMC","56169"
"10309",65.3635530495525,2.78968093897266,0.581994647152811,3.02554935402097e-09,7.56679505288356e-08,"CCNO","10309"
"26040",1547.8228824694,-1.63430350285188,0.315407737395172,3.05059457859629e-09,7.62125498740631e-08,"SETBP1","26040"
"28989",498.152492853843,1.20487469378484,0.22039441293726,3.17832274145686e-09,7.92337163429068e-08,"NTMT1","28989"
"120400",3642.3771960524,-2.14853961059242,0.440461861626885,3.27737177956425e-09,8.13549082107169e-08,"NXPE1","120400"
"84319",295.123227201208,1.10477454458764,0.199379023236868,3.29289210526568e-09,8.15776872263244e-08,"CMSS1","84319"
"65249",310.220692535599,1.15213703184871,0.209042440727551,3.29334607576349e-09,8.15776872263244e-08,"ZSWIM4","65249"
"4147",2106.30347818079,-1.4867954155159,0.282126736009545,3.32454172817215e-09,8.21757615503338e-08,"MATN2","4147"
"503639",108.19590669106,2.81588034248142,0.616270957616102,3.32394156216681e-09,8.21757615503338e-08,"DUXAP10","503639"
"5351",1620.13684515921,1.18188731541644,0.217949252361538,3.38446093616208e-09,8.35682202976715e-08,"PLOD1","5351"
"3854",204.599171906418,4.1262563523773,1.06775516704658,3.39219902347446e-09,8.36706529504403e-08,"KRT6B","3854"
"7732",100.574461222492,-1.3967150976278,0.258576510822756,3.40195468560957e-09,8.38225811489148e-08,"RNF112","7732"
"57554",107.902863981463,-1.75542001790332,0.337725151389495,3.42357461242719e-09,8.42662097582527e-08,"LRRC7","57554"
"55885",404.31440055969,-2.24278179542519,0.467374165395756,3.47602653714862e-09,8.53769257685956e-08,"LMO3","55885"
"105370480",60.7044463368781,-2.77818133030835,0.612737170623385,3.47580660689425e-09,8.53769257685956e-08,"LOC105370480","105370480"
"151176",50.3482937033975,1.80498445895905,0.343930415343143,3.51475213740892e-09,8.62372184956469e-08,"ERFE","151176"
"105369890",74.8474665755,-2.09958855772077,0.427069952695369,3.6258463808814e-09,8.88694566687326e-08,"LOC105369890","105369890"
"11169",514.30839045804,1.20652986731233,0.220588330407187,3.63656947823489e-09,8.9038653327917e-08,"WDHD1","11169"
"107984601",15.3513303052233,-1.86286056207364,0.345847266521455,3.6721023303644e-09,8.98143055807596e-08,NA,"107984601"
"692196",96.3136296200321,1.1703223838254,0.212071625782022,3.67800837709972e-09,8.98644625385926e-08,"SNORD76","692196"
"6338",544.503037955208,-2.33989253279443,0.490112622714966,3.69787869934131e-09,9.01807733265237e-08,"SCNN1B","6338"
"84900",93.963149548597,1.29541470479918,0.237087144618537,3.71114617072062e-09,9.03898705259424e-08,"RNFT2","84900"
"2564",805.935203028263,1.21361897258733,0.223878432259948,3.74155606114984e-09,9.10354177759306e-08,"GABRE","2564"
"79872",1160.0001127435,-1.04617460796155,0.189944176559964,3.76768761013865e-09,9.1575631391785e-08,"CBLL1","79872"
"10459",352.792192533394,1.28443422010204,0.238369694708876,3.8631837240967e-09,9.37989056510103e-08,"MAD2L2","10459"
"5742",1184.52453363625,-1.31503885263938,0.245058890158463,3.90357044008209e-09,9.46808776148526e-08,"PTGS1","5742"
"5028",1028.8479734138,-2.2439423397142,0.485499361055582,3.91517752872954e-09,9.48636933650279e-08,"P2RY1","5028"
"4009",22.6434853346984,-1.76476084303841,0.327266224873451,3.97274687065508e-09,9.61586259689505e-08,"LMX1A","4009"
"100996702",33.9786358828414,1.85006716430655,0.350578281017044,3.97786029388711e-09,9.61825161724218e-08,"LINC01356","100996702"
"5464",3739.18755631787,1.27881554127438,0.237107321243865,3.99130882588952e-09,9.64076864483511e-08,"PPA1","5464"
"1017",756.321488970526,1.03436215542068,0.187209829135507,4.02760183701191e-09,9.71836140982512e-08,"CDK2","1017"
"102723635",22.9335440683235,2.0074026951107,0.383280802412853,4.05072823492075e-09,9.76405630069986e-08,"LOC102723635","102723635"
"29089",305.435348634762,1.61242919870672,0.311471951434975,4.0956758646664e-09,9.86220131503194e-08,"UBE2T","29089"
"140838",239.330974127052,1.24860823390227,0.229622336837152,4.10092043912657e-09,9.86463926889589e-08,"NANP","140838"
"57477",751.203606602908,1.21225183948485,0.222976121223794,4.12220646895407e-09,9.90561964792271e-08,"SHROOM4","57477"
"107986126",246.774961587516,1.24964002386302,0.233079109848432,4.13582516253436e-09,9.92811006318367e-08,"LOC107986126","107986126"
"107986343",34.3304268117608,-1.66773252841575,0.312417702879003,4.24546568234861e-09,1.01599137155918e-07,"LOC107986343","107986343"
"4225",463.127468679068,-2.63329969082045,0.537220028739071,4.31659657001911e-09,1.03195435333923e-07,"MEP1B","4225"
"6781",341.127335455088,2.39487895819643,0.504517552971074,4.32541233831106e-09,1.03300242001734e-07,"STC1","6781"
"8692",1273.61135859609,1.07845295873233,0.196386862865326,4.38996194781966e-09,1.04627426423035e-07,"HYAL2","8692"
"8708",369.688610508633,-2.19830602991139,0.454390687702056,4.51094660491818e-09,1.07291484095957e-07,"B3GALT1","8708"
"6241",1675.94940901919,1.59866591561766,0.30750410101853,4.54876076596894e-09,1.08080596018318e-07,"RRM2","6241"
"2946",270.56642288348,-1.63867714578269,0.318774311897022,4.62102079534354e-09,1.09462778169372e-07,"GSTM2","2946"
"57510",1649.54122264812,1.16898613433913,0.21643946454049,4.62062187794941e-09,1.09462778169372e-07,"XPO5","57510"
"285220",134.621366181662,-3.06516253093519,0.6995589308172,4.65504503145421e-09,1.10156796586971e-07,"EPHA6","285220"
"79739",318.209489581101,-1.40522433323863,0.265211570210234,4.68600581829385e-09,1.10776987442811e-07,"TTLL7","79739"
"1908",427.64033660492,-2.11852031095953,0.435539483655358,4.75283130270113e-09,1.12242902568045e-07,"EDN3","1908"
"56902",526.77998652118,1.11132663059277,0.204483196512295,4.97511378289955e-09,1.17254729186659e-07,"PNO1","56902"
"203859",411.063588063439,-2.05927518684555,0.431331397980166,5.06931061027363e-09,1.1935410203522e-07,"ANO5","203859"
"5054",1326.12136012181,2.69466086210449,0.567013538035791,5.13001859489755e-09,1.20539922810955e-07,"SERPINE1","5054"
"25788",336.623811003378,1.16044853280641,0.21466539540554,5.30749224243739e-09,1.24584427672682e-07,"RAD54B","25788"
"144097",311.790780406975,1.01212085980014,0.184283654654791,5.35010654824052e-09,1.25332295007978e-07,"SPINDOC","144097"
"401093",741.051565142707,-1.23091736429345,0.230427825416847,5.5540730271494e-09,1.29979807419503e-07,"MBNL1-AS1","401093"
"1272",187.052120345448,-2.64131961230145,0.617332834198904,5.61658259723087e-09,1.31310856327838e-07,"CNTN1","1272"
"6491",719.779614204475,1.30509215004839,0.24610852501528,5.64384320747643e-09,1.31815973269607e-07,"STIL","6491"
"107986852",41.6021505423476,1.37953187619901,0.256605936012294,5.79717219232121e-09,1.35261548178994e-07,"LOC107986852","107986852"
"100533107",1176.42290217759,1.43908267546963,0.27453897619411,5.85140099214704e-09,1.36390305725955e-07,"RTEL1-TNFRSF6B","100533107"
"114905",186.929337506399,-1.70751097244469,0.335308532572034,5.85958531775985e-09,1.36444629542122e-07,"C1QTNF7","114905"
"22865",36.4197359245186,-2.96304021175565,0.688460384862221,5.8797764000634e-09,1.36778151805467e-07,"SLITRK3","22865"
"701",646.736792364667,1.30912616546558,0.246076148715729,5.94928864475219e-09,1.38257197428244e-07,"BUB1B","701"
"692057",53.7882067022356,1.46053998096262,0.275420357086305,6.01883126507083e-09,1.39734001949737e-07,"SNORD12","692057"
"3598",34.8147649541508,2.2485410407126,0.433408969858071,6.14842083050514e-09,1.42600538446014e-07,"IL13RA2","3598"
"23052",2266.40389776937,-1.3847262553513,0.263349462092518,6.26008791576714e-09,1.45046112553296e-07,"ENDOD1","23052"
"10202",53.0526518469644,2.78928888679061,0.609800250845417,6.26665054702556e-09,1.45053979742422e-07,"DHRS2","10202"
"130399",409.660256840891,-1.70439858939606,0.337967859845113,6.28725360352419e-09,1.45263083236821e-07,"ACVR1C","130399"
"389332",222.491753245189,-1.72575226770829,0.339464633363288,6.288148397012e-09,1.45263083236821e-07,"SMIM32","389332"
"105377896",77.4225128263847,-2.88053053886049,0.682953431754912,6.423887071596e-09,1.48251865100823e-07,"LINC02531","105377896"
"79007",120.444002781483,1.87431392069716,0.373651170972829,6.5094256086846e-09,1.50077350655618e-07,"DBNDD1","79007"
"101928875",25.933151232368,-2.42202357199634,0.490637625734643,6.57534748121925e-09,1.51447405572865e-07,NA,"101928875"
"3823",58.4582839331415,-1.85621994149752,0.366360390221247,6.58515085146597e-09,1.51523476008707e-07,"KLRC3","3823"
"225689",85.1027352117369,1.74514897230142,0.345687468072972,6.70095730985894e-09,1.54036108417655e-07,"MAPK15","225689"
"10797",1703.75432875922,1.30182970259627,0.248189532038553,6.75468092910436e-09,1.55118086479304e-07,"MTHFD2","10797"
"285590",1402.37957748985,1.0308316427811,0.190598325235554,6.79250596705427e-09,1.55833190537469e-07,"SH3PXD2B","285590"
"364",124.582024422186,-1.41947177923279,0.271628956997239,6.87415996590442e-09,1.5755142049682e-07,"AQP7","364"
"10813",704.733033687363,1.13866340359311,0.212745527701986,6.98911820363566e-09,1.60028837140023e-07,"UTP14A","10813"
"285141",32.4487497902977,1.33429076239959,0.247975397887582,7.06023585341716e-09,1.61498564776546e-07,"ERICH2","285141"
"80019",134.829917406544,1.31186331166293,0.248124847551517,7.08624581781791e-09,1.61934611536782e-07,"UBTD1","80019"
"4322",108.982826025508,2.82812996856933,0.620135495903757,7.18484011149421e-09,1.64026873808833e-07,"MMP13","4322"
"100873976",20.7501787940751,-2.55622612912928,0.53050232517198,7.27458550139881e-09,1.65751039542625e-07,"CNTN4-AS2","100873976"
"8516",547.435225759723,-1.42306944679345,0.274177118966511,7.39309106822784e-09,1.68122497277388e-07,"ITGA8","8516"
"10058",412.37115985796,1.06088107639034,0.195168876284346,7.40287483121538e-09,1.68180905887719e-07,"ABCB6","10058"
"57484",649.532717574234,-2.01394355218901,0.420839687292988,7.46185020315449e-09,1.69355663471595e-07,"RNF150","57484"
"101927854",23.4917155414229,-1.68811727814784,0.322444127720275,7.53483991022983e-09,1.70845898314735e-07,"THRB-AS2","101927854"
"90417",395.380344778208,1.21615507020657,0.228651566313239,7.55553514544493e-09,1.71148657633796e-07,"KNSTRN","90417"
"339778",68.8654899962093,2.11532098095443,0.422835872798637,7.67700229366325e-09,1.7356279967313e-07,"CIMIP2C","339778"
"107985961",27.4585033084886,1.92129776854715,0.373916092649969,7.79160405135329e-09,1.75983041504839e-07,NA,"107985961"
"55635",494.067267109136,1.29649791371545,0.24702359349014,7.83995450951966e-09,1.76903678279181e-07,"DEPDC1","55635"
"722",170.51839786808,2.05761477077879,0.42262524045103,7.9771561637255e-09,1.79825467137599e-07,"C4BPA","722"
"148",97.1030547272556,-2.21186523661063,0.478984487959366,8.19715348144798e-09,1.84428041022269e-07,"ADRA1A","148"
"389125",31.6525895576361,-1.64105338819905,0.313324923255988,8.39602748026215e-09,1.88665437995218e-07,"MUSTN1","389125"
"3326",17652.442194379,1.1032656151017,0.206736910607157,8.40977262332283e-09,1.88665437995218e-07,"HSP90AB1","3326"
"3855",62.7847752079397,2.20039353033841,0.45826538930267,8.40379435738829e-09,1.88665437995218e-07,"KRT7","3855"
"102724156",24.8243957856293,-1.96875059516589,0.390083947553066,8.47510313076165e-09,1.89765781820291e-07,"LINC03026","102724156"
"105369320",33.6135951545795,-2.5313056596074,0.537029929886111,8.66428063712291e-09,1.93815467726198e-07,NA,"105369320"
"107985909",117.212173610239,1.22215444839918,0.229739490159721,8.71167016039956e-09,1.94688705435046e-07,"LOC107985909","107985909"
"995",156.648634716832,1.04207332582433,0.192920003474437,8.79268878921781e-09,1.96311094815975e-07,"CDC25C","995"
"282996",72.7832199244384,-1.86186622503585,0.374789854470205,8.80705274731552e-09,1.96443629174332e-07,"RBM20","282996"
"9472",502.427516946079,-1.75180999014919,0.357276829090999,8.95954910793593e-09,1.99654044127035e-07,"AKAP6","9472"
"101928284",116.607731446301,-1.69815008717213,0.339711818047442,9.02295753906535e-09,2.00874992624713e-07,"PDE9A-AS1","101928284"
"112597",322.168988772941,1.23827958846506,0.235195160991468,9.06627382761775e-09,2.01646733442693e-07,"CYTOR","112597"
"105378939",24.6667120950024,-2.31306152160968,0.469841090659222,9.11691563285958e-09,2.02579777394017e-07,NA,"105378939"
"147700",45.1741032364632,1.45640478334754,0.27879500078017,9.16476026026376e-09,2.03448949434751e-07,"KLC3","147700"
"140",61.9895990812313,-1.50636696660756,0.290108853371821,9.19381503823148e-09,2.03899747598608e-07,"ADORA3","140"
"4070",526.609318192619,3.30189978114448,0.801293978082068,9.21350874671352e-09,2.04142276974473e-07,"TACSTD2","4070"
