"","baseMean","log2FoldChange","lfcSE","pvalue","padj","entrezid","symbol"
"5967",1773.29898284818,3.58906462721983,0.830653117728747,3.33976014407266e-11,3.18047927566304e-09,"5967","REG1A"
"100188953",10.5957398855186,-2.13772855114241,0.36348007477372,3.33171179190051e-11,3.18047927566304e-09,"100188953","LINC00092"
"6947",84.5059756737835,4.11556866649619,0.783161571505469,3.33824931666368e-11,3.18047927566304e-09,"6947","TCN1"
"23250",1637.07880597358,1.51887713223989,0.256454794758829,3.48301715497291e-11,3.30103367491404e-09,"23250","ATP11A"
"79872",1327.4371072885,-1.03416549306587,0.167105544214449,3.56095786715371e-11,3.35883111583717e-09,"79872","CBLL1"
"54517",446.989410616815,1.20704738250486,0.196370197077958,3.66335817835809e-11,3.42282069796778e-09,"54517","PUS7"
"4017",1130.87600981833,1.83565811689122,0.317040609424791,3.65833790354107e-11,3.42282069796778e-09,"4017","LOXL2"
"151176",22.0385138401283,2.41999832792942,0.423985447570683,3.73499642574761e-11,3.47337132400041e-09,"151176","ERFE"
"80328",31.7922814907206,3.13816253665447,0.577586774470709,4.13320065370756e-11,3.80792737435532e-09,"80328","ULBP2"
"1675",1599.53997519429,-2.36320831955917,0.44352530756841,4.1553561515274e-11,3.81061549303031e-09,"1675","CFD"
"8556",290.428284810036,-1.32793064857825,0.220045885126278,4.21446690066488e-11,3.84701199854239e-09,"8556","CDC14A"
"342977",18.8555963636209,3.04783772991361,0.554698453226145,4.33466102721855e-11,3.92802439960882e-09,"342977","NANOS3"
"80221",1384.28414622221,-1.47832140653349,0.249988436866172,4.42362394797321e-11,3.98287014370243e-09,"80221","ACSF2"
"84141",209.554628328194,2.11433756883266,0.362063194575767,4.55788850347283e-11,4.06318327899249e-09,"84141","EVA1A"
"101929532",22.7678926675314,2.80533119235307,0.493488221646571,4.57436324321145e-11,4.06318327899249e-09,"101929532","LOC101929532"
"5125",973.2655662656,-1.66626408213242,0.286141831088772,4.54155372235244e-11,4.06318327899249e-09,"5125","PCSK5"
"1610",94.7711138459204,-3.62810633617138,0.825227184222315,4.60770343849645e-11,4.07452632632758e-09,"1610","DAO"
"79075",165.112355588621,1.68484800779296,0.280767416966398,4.80791856478822e-11,4.21394915625332e-09,"79075","DSCC1"
"246213",20.7550499241193,-3.52531855417559,0.736340839530115,4.79650537601105e-11,4.21394915625332e-09,"246213","SLC17A8"
"7490",53.3812724844457,5.1413012055478,1.14042880959372,5.14360649530456e-11,4.48036156698613e-09,"7490","WT1"
"10677",206.406855368604,-1.24034150948085,0.204310927119227,5.15712054358259e-11,4.48036156698613e-09,"10677","AVIL"
"6641",1269.08520902197,1.39021482069845,0.232377280916186,5.26330498404525e-11,4.55264389187634e-09,"6641","SNTB1"
"58530",164.59955796502,3.40130510481867,0.741075508883408,5.31672913708739e-11,4.57885959771421e-09,"58530","LY6G6D"
"144406",43.9291781339092,1.82505335820035,0.307560140632531,5.68341444363775e-11,4.87346637660505e-09,"144406","CFAP251"
"55198",2256.90585744099,-1.26290377548653,0.21144207126311,5.7824544201225e-11,4.93701970490459e-09,"55198","APPL2"
"54860",4357.74917568495,-3.44527360235033,0.836060899489992,5.86670232763596e-11,4.98745234788898e-09,"54860","MS4A12"
"3043",349.252888626549,-2.10674378039889,0.35881571480385,6.09362941894749e-11,5.15823126198769e-09,"3043","HBB"
"2838",505.752009747295,-2.83780304233039,0.580754703228139,6.24936203666063e-11,5.25912155848013e-09,"2838","GPR15"
"6750",124.960359533148,-3.48289212301313,0.76783444599644,6.26591623486122e-11,5.25912155848013e-09,"6750","SST"
"222643",424.329749287361,1.80420485119756,0.313076214327932,6.31925393970971e-11,5.28150979062321e-09,"222643","UNC5CL"
"127602",92.0305299148622,1.01811960282305,0.165054459095103,6.78072775899597e-11,5.61977637866913e-09,"127602","DNAH14"
"11075",262.672487309197,-2.63916142476815,0.491415219512414,6.76386701754465e-11,5.61977637866913e-09,"11075","STMN2"
"105369724",37.6400762729546,-3.13208977333046,0.650928324546956,7.21711801342462e-11,5.93181218298402e-09,"105369724","LOC105369724"
"2214",1233.05170219132,1.77157910468933,0.309885581512365,7.3542824906687e-11,6.01957138740354e-09,"2214","FCGR3A"
"643008",168.841179230518,-1.85181896517026,0.329553881107116,7.45199389575695e-11,6.04955307734236e-09,"643008","SMIM5"
"105373582",82.4146470923174,2.1999394010567,0.394411422622709,7.73636108522482e-11,6.22934310472086e-09,"105373582","LOC105373582"
"107985492",21.6983220450586,5.79037556378205,1.14311140998184,7.71178940553781e-11,6.22934310472086e-09,"107985492","LOC107985492"
"254896",16.2341628459287,1.52165151272359,0.251732014171356,7.90692915427954e-11,6.34090901570725e-09,"254896","LOC254896"
"101927096",1071.62235615617,1.86484195608347,0.332337130528031,8.14039976975213e-11,6.50181607416332e-09,"101927096","CLMAT3"
"80758",168.915811092539,1.78814192526813,0.304730919732294,8.33304036414722e-11,6.62895034269189e-09,"80758","PRR7"
"105379189",239.483133826007,1.76640205324133,0.309019564034188,8.80280702138238e-11,6.9192857729977e-09,"105379189","LOC105379189"
"57458",1141.00376396286,-1.64178918837694,0.290788981004703,9.01636814593392e-11,7.05913913970985e-09,"57458","TMCC3"
