"",gene_symbol,GSM2440320,GSM2440321,GSM2440322,GSM2440323,GSM2440324,GSM2440325,GSM2440326,GSM2440327,GSM2440328,GSM2440329,GSM2440330,GSM2440331
ENSG00000000003,TSPAN6,281.7048,1408.4844,234.7313,264.1574,216.2649,66.0111,181.5001,226.7749,684.9617,122.1006,48.7578,60.0812
ENSG00000000005,TNMD,13.0787,133.2307,0,20.0738,5.007,1.0004,3.9919,3.994,0,0.9967,0,5.9518
ENSG00000000419,DPM1,258.6029,517.2566,161.6882,138.9957,311.4771,256.9805,158.884,217.8049,892.1677,172.8523,12.9487,24.8892
ENSG00000000457,SCYL3,236.581,278.6499,205.4362,274.5935,480.0531,236.8445,114.713,440.1842,410.8959,341.3777,544.4615,159.7437
ENSG00000000460,C1orf112,150.0828,180.8386,88.96,134.9976,240.7218,25.1793,75.3703,322.9452,320.116,143.4019,59.5444,60.8549
ENSG00000000938,FGR,301.6655,304.1631,138.6918,154.1204,194,122.7627,129.4737,128.6778,240.7442,55.5786,11.8756,70.0215
ENSG00000000971,CFH,400.4849,57.2222,17.6398,45.3384,125.6962,201.8391,28.8766,29.9905,47.1481,9.8991,9.9521,5.5038
ENSG00000001036,FUCA2,887.6386,1229.2419,517.8772,1076.5287,1248.2355,374.9046,536.7453,1769.4986,2186.6536,1173.6362,81.3869,197.5815
ENSG00000001084,GCLC,82.9914,272.6972,79.2014,115.266,378.0455,226.2426,109.4205,141.913,187.7918,88.2424,332.5351,37.4179
ENSG00000001167,NFYA,243.6777,352.651,97.0157,241.9752,329.8172,96.8899,87.5506,231.3129,152.5653,121.8613,34.5916,24.653
ENSG00000001460,STPG1,186.3814,105.5894,123.158,401.3648,545.1825,264.5993,220.0566,222.0105,431.9023,422.5347,164.4932,183.0265
ENSG00000001461,NIPAL3,567.8165,445.4147,512.3748,871.1436,832.7315,1197.1295,496.984,704.2677,2577.7987,900.7725,768.556,371.7591
ENSG00000001497,LAS1L,2687.1349,2972.9806,2558.3034,3182.7413,2812.7026,1940.2473,3004.1203,2166.7045,3755.2837,2065.6239,2742.4857,795.7737
ENSG00000001561,ENPP4,30.4947,37.2075,21.5295,17.1592,36.2888,18.1989,8.9516,27.9089,45.1864,26.7333,3.9516,2.9498
ENSG00000001617,SEMA3F,1039.0137,608.9854,511.1205,1276.618,703.7542,641.9089,3760.8039,4273.4207,3785.9975,4813.6412,1254.0301,2099.8762
ENSG00000001626,CFTR,2666.0181,1236.9233,3243.5737,5161.7051,868.6972,2.9461,4190.0759,4340.496,7788.2892,1251.6953,958.8174,687.3647
ENSG00000001629,ANKIB1,83.0813,168.7814,70.6922,104.4867,210.3885,110.9119,49.7439,51.4296,90.332,86.1638,38.9628,17.312
ENSG00000001630,CYP51A1,718.7001,842.4823,345.5228,482.0072,324.8893,119.2054,176.8878,806.6562,735.1163,779.6721,42.3327,102.8368
ENSG00000001631,KRIT1,191.2784,138.2176,154.1948,182.9118,321.7118,131.0334,178.0316,121.4491,262.6184,268.8234,80.4873,40.4631
ENSG00000002016,RAD52,123.7151,144.5345,93.3449,139.2986,406.1391,195.8971,151.3588,60.9463,184.7519,82.997,167.3094,52.7088
ENSG00000002330,BAD,2926.5375,1597.6551,648.1592,2444.7438,2276.5664,3048.0908,1448.2403,2121.0853,3461.1471,2333.7936,1919.0182,1683.32
ENSG00000002549,LAP3,358.7346,1017.3775,201.4081,69.3997,556.3712,1180.7884,170.478,443.0078,1393.7356,402.5856,10.8951,66.2648
ENSG00000002586,CD99,5857.2308,7418.3092,2529.0553,799.8632,6126.9883,10389.5927,4475.2816,3837.5331,6438.9129,4769.5497,1227.0269,1994.8114
ENSG00000002587,HS3ST1,154.5937,137.7368,103.9093,223.7739,281.12,47.7268,68.7321,214.1775,90.4901,305.9756,192.629,486.3172
ENSG00000002726,AOC1,6425.4383,5548.8916,2063.9317,5369.6155,2475.7647,25.1047,2143.7162,4682.7979,4831.7854,13568.9379,4855.1675,2548.1005
ENSG00000002745,WNT16,4.034,4.0048,2.9839,5.0145,5.0222,10.0529,5.9757,1.9949,4.0088,0,0.9939,0
ENSG00000002746,HECW1,5.6098,7.1209,9.1526,14.1789,116.0212,4.2727,4.0877,8.0439,4.0626,3.0064,34.2479,10.5591
ENSG00000002822,MAD1L1,789.2225,858.379,376.5335,1298.5646,1427.6505,698.7818,1001.9154,1401.3139,1768.3539,1215.33,885.7621,433.0075
ENSG00000002834,LASP1,2787.235,4812.5546,1860.5754,1475.7849,7125.5938,1374.3345,1362.0789,2412.3656,7434.7025,3472.7971,400.6797,450.6494
ENSG00000002919,SNX11,623.5545,596.6164,353.4992,663.0822,924.1828,797.1746,344.6166,664.3776,1006.1893,686.9257,147.9998,303.1665
ENSG00000002933,TMEM176A,16295.3434,9258.6841,3022.9114,6887.6273,2707.58,1313.9041,7094.7093,10798.2892,11406.9448,9129.5457,5775.0318,2773.0919
ENSG00000003056,M6PR,883.1912,1196.7267,1752.5419,1023.0117,2738.9451,1781.9942,729.6532,1706.6512,3673.0266,1835.1432,315.5085,403.9318
ENSG00000003096,KLHL13,25.3619,47.2268,2.9438,1.0073,2.3596,31.2651,0,0,9.0337,0,0,0
ENSG00000003137,CYP26B1,4.0635,30.1511,4.8926,6.0542,27.1855,84.8901,0,9.968,68.2719,32.6864,1.9764,0.9838
ENSG00000003147,ICA1,2464.0798,1919.159,1485.6995,4886.1657,3254.1299,129.3475,2601.3351,4041.6967,4117.962,5373.781,1456.5749,1087.428
ENSG00000003249,DBNDD1,1596.3493,332.3945,125.1322,593.0035,146.7577,117.6514,522.0068,1412.5605,1461.3543,1170.9206,150.5907,287.4429
ENSG00000003393,ALS2,63.6076,57.2143,43.7034,77.9858,272.1677,168.8127,59.4216,51.1752,214.3919,56.1954,33.7693,18.3154
ENSG00000003400,CASP10,454.0392,665.4125,230.5471,723.3363,900.2814,145.7589,319.0767,1608.1011,1405.9108,1148.7806,191.8135,900.0516
ENSG00000003402,CFLAR,1690.5041,1916.8618,924.1844,2561.7569,2083.1266,2651.1726,1461.3679,2976.6815,3341.9187,2125.2998,1477.8381,1588.3881
ENSG00000003436,TFPI,103.8095,114.9019,72.6598,131.8801,153.5629,78.4599,55.9867,76.7185,86.838,32.5391,99.8133,52.4356
ENSG00000003509,NDUFAF7,122.0322,151.4486,95.4664,137.2113,188.7194,198.5972,136.4269,129.2066,165.4703,102.952,22.5174,34.2116
ENSG00000003756,RBM5,3826.1665,3452.3639,2615.6647,3736.1988,2968.9371,4564.5887,4132.248,3890.913,5964.013,3539.3402,182.1125,807.3221
ENSG00000003987,MTMR7,5.1747,13.2236,1.9593,3.0125,12.1525,9.882,2.9846,4.0505,4.0609,6.9344,1.9766,1.9679
ENSG00000003989,SLC7A2,288.1094,45.2766,14.6509,28.2843,34.3043,266.2969,29.3489,65.7697,20.0902,115.7387,46.8409,3.9284
ENSG00000004059,ARF5,10326.4415,10033.5087,4118.8795,9510.3071,7601.2699,4258.3752,8467.7237,10349.5597,11557.7888,14692.0049,5799.2014,3444.4389
ENSG00000004139,SARM1,444.1721,409.7075,414.8265,889.3481,1047.8703,891.6565,598.5812,864.255,1465.3974,234.1986,575.3407,193.7065
ENSG00000004142,POLDIP2,2908.639,2994.4382,2423.9883,2657.8713,3889.3188,2884.6891,1973.375,3861.5081,8078.0722,4593.1884,829.8726,944.7712
ENSG00000004399,PLXND1,1953.2242,1079.8571,1172.6923,4173.3641,3429.8069,1472.4933,657.9207,1618.7742,3771.7729,1449.5662,1680.7218,2832.4461
ENSG00000004455,AK2,2857.101,2646.3007,2182.9415,2432.7703,3836.4921,2136.0908,2083.1585,5119.2897,13271.9339,4287.9004,474.0665,819.0445
ENSG00000004468,CD38,20.462,105.2444,4.9427,14.2617,22.2288,27.0896,40.2182,59.1667,18.0834,14.9018,23.0529,62.1085
ENSG00000004478,FKBP4,7254.2727,2680.6278,4646.8421,16496.5329,8743.8004,2715.0687,7160.7067,6157.3442,19271.8087,8245.8703,8649.6229,1936.7054
ENSG00000004487,KDM1A,2296.483,2413.2882,1555.8402,2358.3547,4110.8189,1769.023,2102.9334,4296.1513,6521.1537,2441.1835,521.1955,912.1465
ENSG00000004534,RBM6,5851.0295,4421.6934,7475.0969,13745.8653,3782.1667,5967.43,9655.7133,6285.6343,5785.7871,6044.5657,4504.2062,4290.8897
ENSG00000004660,CAMKK1,1426.4171,976.6511,784.8423,2508.698,1168.3579,731.1829,1429.9444,1860.6928,1011.006,1302.4153,913.9307,373.2644
ENSG00000004700,RECQL,7.745,30.4918,38.0284,19.5604,67.2498,80.3238,13.3667,12.1029,109.3892,36.7236,10.7206,7.8721
ENSG00000004766,VPS50,53.4101,83.7652,46.2291,63.9674,67.631,80.5148,45.3559,32.5341,64.5059,52.3665,25.7742,15.9955
ENSG00000004776,HSPB6,266.2754,17.0377,16.8445,301.7384,119.2655,10320.1515,54.9051,1090.1197,620.0753,16.9301,37.0767,9.9086
ENSG00000004777,ARHGAP33,506.3371,531.8138,186.5685,608.8519,556.0703,455.7808,2001.6775,515.402,922.0332,710.8875,242.4249,232.5631
ENSG00000004779,NDUFAB1,755.6933,1087.5188,415.3682,259.6746,871.4521,1033.4996,367.1964,918.2392,4045.8943,754.318,91.6968,153.023
ENSG00000004799,PDK4,42.6436,13.0673,5.8809,9.0786,10.0634,964.4176,5.971,7.9756,1.003,8.9583,0,0
ENSG00000004809,SLC22A16,12.0086,7.021,13.8322,2.9676,5.9713,1.0039,3.9875,21.9544,20.05,41.7713,0,0.9891
ENSG00000004838,ZMYND10,44.0866,29.6394,34.5851,80.3897,26.8727,26.9845,113.3074,58.9132,93.7478,83.987,53.3833,31.4335
ENSG00000004846,ABCB5,2.1103,2.015,0.981,7.2004,3.1172,3.0612,2.0004,5.506,1.0111,4.0592,15.7047,4.182
ENSG00000004848,ARX,4.0831,2.0455,4.9197,8.0406,5.0332,0,1.1817,2.0087,12.5442,21.1822,28.2923,10.36
ENSG00000004864,SLC25A13,170.4226,399.5275,104.1897,183.4775,344.1632,86.376,90.5646,148.5702,330.0908,181.4915,10.8773,12.8027
ENSG00000004866,ST7,565.9667,534.2102,239.6738,642.9578,560.0151,334.6829,454.41,524.8029,753.238,540.7225,322.0597,170.9771
ENSG00000004897,CDC27,70.2485,74.2211,92.0291,76.7139,117.233,103.6705,48.5136,91.7573,158.4472,82.1669,31.0795,34.9586
ENSG00000004939,SLC4A1,12.8067,6.2612,27.246,32.1103,16.6309,5.143,17.1277,24.5082,35.0504,15.6176,153.4757,31.5873
ENSG00000004948,CALCR,2.0197,0,0,6.0347,1.0023,1.0041,0.9975,0,0,0.9958,1.9824,0.9905
ENSG00000004961,HCCS,405.7531,650.5983,254.5835,175.6589,250.0125,406.3773,133.6993,320.714,1080.9282,275.54,89.5199,69.6487
ENSG00000004975,DVL2,826.0416,821.5208,376.7151,1273.7889,1748.8753,1446.0065,970.6417,758.9153,1307.6164,933.5337,366.604,373.4161
ENSG00000005001,PRSS22,268.4032,172.6632,283.1841,403.5076,4381.9527,0.945,384.0555,523.6585,2485.7539,538.2288,40.0587,92.3958
ENSG00000005007,UPF1,5127.3839,4995.925,2973.4121,4567.8621,4783.5551,3308.6028,3698.977,4533.5421,7511.4618,4547.4891,1431.9413,1227.103
ENSG00000005020,SKAP2,55.6238,88.5943,33.4491,50.6525,69.7253,72.1133,12.1998,16.4926,17.3843,56.1792,52.9225,12.0648
ENSG00000005022,SLC25A5,3520.8041,11990.204,4318.7674,1289.3178,4518.0799,5444.228,814.2597,8004.2506,56552.4819,5238.1424,685.5799,540.0053
ENSG00000005059,MCUB,78.8792,110.2447,44.2855,42.2868,71.2995,67.2539,51.8379,116.7152,255.7841,180.7501,2.9997,17.7737
ENSG00000005073,HOXA11,526.2044,494.1503,207.78,340.9474,810.0017,1233.2093,317.6218,384.0128,1102.5998,709.6984,24.6813,33.5636
ENSG00000005075,POLR2J,5006.3336,3768.9127,2245.4595,7747.4542,3186.7829,1855.4159,5244.8978,5230.3623,6279.7289,6368.844,3196.5087,1979.5899
ENSG00000005100,DHX33,353.3819,405.8821,429.3228,516.0279,519.819,230.7204,226.2696,978.8501,554.3809,744.1697,4552.7249,759.4834
ENSG00000005102,MEOX1,17.208,19.0856,1.9698,5.0385,28.1564,215.3324,1.9923,19.9508,25.083,4.976,1.9806,2.9616
ENSG00000005108,THSD7A,5.093,3.0192,1.9517,6.063,9.0842,46.6075,1.9879,3.9856,1.0047,0,0.9869,0
ENSG00000005156,LIG3,703.8707,583.7359,671.412,725.8009,1731.1061,609.3236,642.292,740.4438,1075.5673,857.0911,122.9635,158.2292
ENSG00000005175,RPAP3,138.0064,98.1592,103.0775,315.8668,264.8436,111.063,183.3109,123.7938,284.6009,157.6412,176.568,86.1259
ENSG00000005187,ACSM3,62.5014,102.4345,56.3179,47.0227,76.3732,13.0177,42.9992,31.2174,426.0744,64.789,8.0913,22.9239
ENSG00000005189,LOC81691,223.8571,148.6386,104.2994,147.2407,386.1644,50.3886,260.8898,147.6396,822.8024,294.125,85.2579,72.9848
ENSG00000005194,CIAPIN1,1926.1127,1938.4967,618.5529,978.7753,2768.0146,797.901,405.7645,1534.6459,4165.7992,1278.2814,117.9203,271.7662
ENSG00000005206,SPPL2B,6920.6102,5581.3206,7178.7965,15733.2188,11307.1846,2007.4962,10447.0656,5991.3212,8992.9371,5996.3239,3961.6868,2894.1319
ENSG00000005238,FAM214B,1212.0071,550.4857,1213.6389,2699.4779,1124.9082,1526.7135,475.9128,1081.0435,1225.1926,2355.1424,490.78,1272.7468
ENSG00000005243,COPZ2,234.0401,109.4965,130.272,268.2834,777.6501,2092.1913,56.6435,94.2053,138.3841,80.869,144.2052,89.4849
ENSG00000005249,PRKAR2B,0,7.0348,0.9798,2.0177,12.0892,37.3736,0,2.9949,2.0078,8.9164,0,0.984
ENSG00000005302,MSL3,272.3686,426.5699,176.607,265.5437,587.1542,316.9416,226.1725,112.1394,236.8156,210.4025,28.854,37.8434
ENSG00000005339,CREBBP,641.5613,790.8693,344.739,474.8648,1866.0405,1054.997,701.6073,495.9616,861.9775,470.513,171.6821,179.6045
ENSG00000005379,TSPOAP1,1125.5045,527.8568,603.809,20831.2655,1781.3171,1785.5139,5325.3524,1302.1487,1862.3133,510.8706,57.0364,160.7093
ENSG00000005381,MPO,5.0737,7.0347,10.931,56.4716,21.1453,11.1021,7.9989,29.9196,59.1643,12.8857,0,0
ENSG00000005421,PON1,13.0175,3.0063,0.9829,0,1.0061,0,2.9885,3.0036,2.012,0,4.9866,0
ENSG00000005436,GCFC2,44.4459,50.3579,20.5256,21.4162,63.2123,69.4936,28.5081,61.6983,56.4035,27.8045,87.2091,22.9806
ENSG00000005448,WDR54,363.1514,310.6281,309.4045,894.3687,613.2554,397.8235,876.5056,399.2133,2092.031,523.6557,396.9284,272.3308
ENSG00000005469,CROT,102.4601,278.3545,103.0475,84.7707,182.1701,171.5449,116.438,133.61,180.6482,233.9917,30.6708,36.4364
ENSG00000005471,ABCB4,403.1831,22.2584,8.3946,23.4417,84.6389,51.431,21.0958,16.9976,3.0115,0,1.0222,8.9435
ENSG00000005483,KMT2E,434.7477,743.4628,200.5022,472.5964,840.8823,429.0264,324.2081,201.7545,330.3922,355.4171,88.2891,80.9528
ENSG00000005486,RHBDD2,3545.6291,1835.5337,1581.1567,7516.9441,3521.0799,1315.7749,2673.887,3196.8916,3929.6502,5050.3369,3322.6999,1542.2353
ENSG00000005513,SOX8,25.3608,5.0242,453.2815,22.2038,250.7592,241.2155,11.9397,84.751,40.1487,34.6992,83.0702,5.9098
ENSG00000005700,IBTK,60.336,58.7361,50.8467,42.3033,64.0313,38.4281,30.5909,67.2504,117.4451,113.5225,44.9717,25.328
ENSG00000005801,ZNF195,215.5987,322.1061,123.3477,246.6837,337.13,74.0089,188.791,231.7755,341.5541,197.3051,78.2426,73.0658
ENSG00000005810,MYCBP2,149.2444,367.5363,182.9769,127.0675,557.8848,478.0112,64.8832,191.0434,344.2949,117.3758,326.9746,122.2063
ENSG00000005812,FBXL3,62.9283,69.4566,42.8504,38.1897,159.0261,81.0939,23.3518,64.3512,54.0843,22.0449,55.442,16.3076
ENSG00000005844,ITGAL,215.1763,288.6112,101.9163,72.1954,483.7088,248.9214,127.278,314.0226,150.2808,226.3075,72.2576,456.7968
ENSG00000005882,PDK2,689.5785,878.4372,713.3775,532.4887,1151.4719,3723.2033,1028.1614,541.1031,2196.7299,493.7644,697.1015,249.7602
ENSG00000005884,ITGA3,2114.2081,2173.7261,2532.0266,5886.8676,8483.5392,2947.0746,2237.871,4673.4852,2277.3511,4093.3192,713.1541,1381.4279
ENSG00000005889,ZFX,85.9678,119.5763,50.4779,69.6943,90.79,100.9222,97.0064,23.9426,48.1246,34.781,65.3743,15.181
ENSG00000005893,LAMP2,258.8174,446.0901,241.2503,266.3949,375.9399,251.5822,177.37,206.0145,874.9549,212.5302,99.1425,77.2629
ENSG00000005961,ITGA2B,7.021,11.4752,5.9458,12.8904,23.2151,28.1769,7.199,8.9696,16.1405,16.1553,3.0233,4.0517
ENSG00000005981,ASB4,2.0008,3.0159,3.9188,6.0421,6.0368,4.0408,2.9847,3.9915,10.2486,4.9761,0.9883,1.9679
ENSG00000006007,GDE1,1656.8567,1461.5001,797.1248,2120.4906,2719.7318,2151.595,987.1963,2413.9222,2353.8119,1937.7709,872.8573,480.9275
ENSG00000006015,C19orf60,5575.8819,4358.0188,1772.9984,5329.1972,2584.6256,2253.4008,2637.892,3016.5423,3710.4998,2287.3719,3635.5087,1828.0524
ENSG00000006016,CRLF1,205.8101,122.7261,83.8749,271.9501,84.9927,201.3947,180.122,109.7993,219.4161,60.5036,6.0981,12.8848
ENSG00000006025,OSBPL7,1563.0413,631.5258,1986.9512,5834.759,3357.0892,415.5461,2712.697,3075.4197,3096.0973,4061.7187,1462.6091,893.243
ENSG00000006042,TMEM98,591.3374,1528.928,391.1661,254.3756,1536.6888,884.1912,471.1083,378.9807,705.0194,628.903,55.4386,46.5104
ENSG00000006047,YBX2,1430.6326,718.4384,380.3687,1508.3764,957.519,104.4753,1816.0694,593.8011,1780.4305,1336.8591,212.1589,331.5205
ENSG00000006059,KRT33A,0.5027,0,0,0,0,0,0.4991,0,0,0,0,0
ENSG00000006062,MAP3K14,579.4695,604.1816,468.3413,1037.2837,1109.0394,2160.3284,703.5058,393.903,1281.7177,470.3583,505.1027,269.4948
ENSG00000006071,ABCC8,45.5094,12.9939,4.0941,35.9305,9.9755,36.5239,7.0155,7.9976,2.9979,0.99,10.0528,2.0242
ENSG00000006116,CACNG3,0,1.0049,0,0,0,0,0,0,1.0037,0,0.9889,0
ENSG00000006118,TMEM132A,1810.0766,1286.6726,1054.2462,2834.1102,1644.5454,399.5659,1186.6097,2218.8743,3605.4027,1294.7746,1130.5741,833.1002
ENSG00000006125,AP2B1,3011.5656,3782.9846,2302.0661,3050.1719,3816.794,2010.2281,1643.9565,7281.647,8637.6579,7047.3518,1079.4158,2197.6021
ENSG00000006128,TAC1,1.9826,4.989,8.0095,0,2.9646,272.8546,0,0,0,1.012,0,2.0099
ENSG00000006194,ZNF263,2151.4172,1601.4471,957.5256,1856.4033,2686.9697,1193.6843,2287.3221,1375.4661,2843.9254,1049.3162,578.2479,433.0344
ENSG00000006210,CX3CL1,588.0712,410.0766,101.2261,313.4239,375.7818,1589.9677,448.6298,489.5322,421.1168,558.8084,186.1478,741.2938
ENSG00000006282,SPATA20,3232.0037,2876.149,3267.1464,6846.5367,6775.023,3775.3494,6103.5421,3507.9108,5399.9784,3387.9793,1156.7796,1430.3462
ENSG00000006283,CACNA1G,21.3943,18.2623,25.7284,53.5018,24.452,22.2636,12.3203,28.6444,37.6026,17.4778,72.0246,27.0586
ENSG00000006327,TNFRSF12A,3700.4562,1565.2936,1011.0909,3307.0156,4390.2854,310.5,2167.3085,2349.6702,7170.1595,2767.3842,663.472,1096.1731
ENSG00000006377,DLX6,7.9327,7.2955,17.7118,6.0736,19.1306,1.9969,1.0622,34.539,46.6937,21.8782,23.8384,5.7504
ENSG00000006432,MAP3K9,120.94,94.7747,104.4253,297.6758,257.6416,17.2357,182.4531,172.6682,443.4433,216.9588,174.7828,80.7415
ENSG00000006451,RALA,376.2874,572.071,171.0957,436.7808,515.8468,172.0322,208.4295,395.6615,824.7417,528.8327,50.7676,65.3781
ENSG00000006453,BAIAP2L1,7638.8219,2646.7735,3653.1705,11847.0086,5061.9468,73.6468,5164.0014,8388.0676,7694.7307,11985.7277,2533.9791,4218.8945
ENSG00000006459,KDM7A,822.0375,750.6247,638.6372,2283.1532,1152.3764,296.7286,1076.6242,768.2894,785.7261,1000.987,67.452,211.2217
ENSG00000006468,ETV1,11.0329,17.0635,10.902,17.0234,134.7373,27.2948,4.9751,11.9706,8.0123,16.8701,3.9624,9.9148
ENSG00000006530,AGK,154.0611,228.2521,69.9766,57.928,182.2909,193.5988,125.6843,58.4844,168.0431,150.7168,12.3341,9.0049
ENSG00000006534,ALDH3B1,790.1914,543.6904,425.9403,1790.6923,2020.6683,577.0738,1311.2742,584.9101,2781.5725,860.5143,721.7248,259.1463
ENSG00000006555,TTC22,634.0058,567.3168,224.2338,889.8587,737.7829,114.9683,640.9291,537.3779,1169.0298,483.9172,99.5583,98.1201
ENSG00000006576,PHTF2,31.4858,39.2374,37.1973,51.8732,47.4152,46.5146,25.8644,48.8605,62.3806,35.7206,9.0486,16.7424
ENSG00000006606,CCL26,52.6274,0.99,30.0035,31.6073,51.423,2.9045,33.2752,12.0344,41.752,158.2363,18.1591,10.0901
ENSG00000006607,FARP2,1300.944,1856.1131,1455.6469,2212.6138,2200.0536,687.518,1943.2164,1779.7886,3490.9741,2513.8209,393.0429,542.8615
ENSG00000006611,USH1C,7951.1274,8887.2462,4587.4461,6111.5063,12543.7585,64.8101,5581.9438,8457.6882,11389.6431,7374.4873,3013.9786,2775.224
ENSG00000006625,GGCT,641.3426,1350.4534,701.211,946.7037,1035.9452,246.0766,490.6667,838.2114,1783.8812,1649.6896,175.418,81.9288
ENSG00000006634,DBF4,33.4919,46.0711,24.7945,56.7279,34.0973,7.0554,25.3749,26.93,78.2819,24.4318,9.1287,8.0342
ENSG00000006638,TBXA2R,142.7012,55.3411,26.3877,111.3436,48.8544,83.6464,34.2867,43.1414,96.5453,32.1376,76.8856,26.0267
ENSG00000006652,IFRD1,303.7923,255.2855,190.5114,362.8749,585.2625,381.1566,118.6344,133.9237,392.9488,188.2655,111.4288,44.3964
ENSG00000006659,LGALS14,2.9521,7.9685,9.1016,4.9823,2.9792,1.9742,7.0153,7.0058,11.9814,12.0622,81.7805,22.4566
ENSG00000006695,COX10,393.2552,531.3506,101.1785,234.8606,339.1605,382.1739,118.452,365.9621,476.649,461.9637,30.6626,42.3813
ENSG00000006704,GTF2IRD1,2246.8995,2155.0713,2199.7033,4331.3837,5102.5683,800.6347,2242.4675,2864.5897,4321.4083,1896.3639,285.988,414.5842
ENSG00000006712,PAF1,1920.2504,2221.5486,884.5436,1639.6668,2129.5215,2384.2355,2104.0332,2223.6298,4094.0347,2177.5367,710.2612,1078.7323
ENSG00000006715,VPS41,189.6756,355.7689,121.1839,213.7049,275.7105,262.8345,130.9548,192.584,276.8945,269.5069,140.6652,94.5873
ENSG00000006740,ARHGAP44,343.8996,471.1382,43.0185,251.7937,93.5495,179.097,207.5002,251.9079,541.4853,196.2921,209.977,154.4725
ENSG00000006744,ELAC2,2494.6102,2619.7055,1494.4499,3507.019,4629.4882,2908.9753,2295.0591,3258.9835,3243.1363,3282.6341,453.6929,696.3127
ENSG00000006747,SCIN,52.233,73.5096,53.7732,75.3988,114.9593,93.2042,49.1612,79.9873,69.3168,119.2292,255.9861,52.2577
ENSG00000006756,ARSD,2612.2489,2217.9844,1760.6702,2259.0596,2935.8022,268.9425,2472.9236,1326.6273,2342.2791,3470.5203,2227.6118,478.9304
ENSG00000006757,PNPLA4,594.0599,578.1252,471.2659,578.4883,404.2174,227.053,841.2959,540.0437,649.2088,1085.6924,368.0435,159.4142
ENSG00000006788,MYH13,1.0537,3.0177,0,0,5.0427,2.0238,61.5606,6.9763,3.013,0.9895,0.9875,0
ENSG00000006831,ADIPOR2,2164.8346,2135.3596,908.9697,1960.4599,3068.2491,1085.1551,662.5659,1030.4205,2104.9384,1286.6746,282.6283,224.3011
ENSG00000006837,CDKL3,44.5885,46.5441,25.6348,24.1809,118.4783,17.4843,35.8652,10.8436,45.0767,43.6716,1.9854,10.0009
ENSG00000007001,UPP2,14.1803,0,0.9834,0,0.9978,2.0147,0,0,0,0,0.9897,0
ENSG00000007038,PRSS21,2.4785,2.495,1.5114,0.9917,1.491,0.4953,4073.3997,14.0044,3.9768,0,2.0119,23.4524
ENSG00000007047,MARK4,680.3129,791.6274,259.852,606.1571,827.5922,986.1957,786.9281,681.1169,692.3723,709.8723,258.4872,197.6326
ENSG00000007062,PROM1,454.583,759.6507,671.9383,53.2886,252.3033,3.9782,185.7125,220.5466,426.7813,99.7652,57.0726,6.9151
ENSG00000007080,CCDC124,3443.1238,2971.5196,1443.2436,2816.772,2338.4547,3069.3615,1970.897,4556.2883,8207.7646,3430.9522,2265.0688,1555.3299
ENSG00000007129,CEACAM21,23.6381,29.0008,11.3441,9.9474,35.4823,7.9292,12.0384,14.8051,5.3383,5.9525,17.8189,28.1723
ENSG00000007168,PAFAH1B1,1199.1408,1008.7517,346.8668,1084.67,1512.5186,1984.9077,496.6068,982.7329,1049.6105,794.8192,108.5072,176.5678
ENSG00000007171,NOS2,55.6888,2379.8836,170.3793,158.4331,230.7731,39.4136,61.6752,3054.2609,972.9139,5686.8444,16.7982,5958.8705
ENSG00000007174,DNAH9,2.3332,9.0099,2.0536,6.0216,8.5509,2.0147,2.0175,14.9815,5.6445,22.1866,17.1941,3.1994
ENSG00000007202,KIAA0100,3585.1031,3675.2671,3425.8452,4210.7616,6632.5646,3873.0592,2574.6853,4872.9096,9059.3914,5249.0403,2143.3863,1959.1513
ENSG00000007216,SLC13A2,5.0683,452.972,1.9678,182.35,4.0232,2.0139,537.6924,30.9174,10.033,2.977,195.9459,1.9723
ENSG00000007237,GAS7,140.3279,211.3654,52.9073,58.0789,984.6902,1702.0554,37.0353,120.9502,125.4461,44.3539,161.4128,63.0118
ENSG00000007255,TRAPPC6A,1374.3548,1574.1874,1130.3488,1602.147,2271.4504,736.0658,2996.8802,2048.0458,2866.5849,1897.7714,2940.0257,1008.8683
ENSG00000007264,MATK,91.6902,24.5276,38.1975,89.7726,62.0133,66.4156,69.1621,37.9865,96.67,35.4884,77.4874,42.962
ENSG00000007306,CEACAM7,8.5344,396.4074,0,115.0694,63.0347,3.9644,0,25.8388,46.4082,59.6128,0,32.5197
ENSG00000007312,CD79B,116.3185,211.0817,34.8346,24.0741,107.0597,200.7223,10.9817,176.8071,54.0714,25.0034,61.6109,384.4941
ENSG00000007314,SCN4A,8.0795,4.0247,1.9532,7.0713,5.0449,74.9332,8.9472,5.9912,3.0051,2.9675,1.9743,0
ENSG00000007341,ST7L,275.2603,81.3771,187.9524,476.9384,419.0781,197.9971,389.6778,242.1801,438.2043,364.3891,340.0965,150.8424
ENSG00000007350,TKTL1,0,0,0,0,115.2615,0,0,0.9973,0,0,0,0
ENSG00000007372,PAX6,23.5012,43.8517,9.3642,9.4401,25.0218,21.2582,4.0025,14.5747,91.195,17.6546,79.3563,25.7787
ENSG00000007376,RPUSD1,1919.8284,1771.193,873.5795,3161.4806,2565.9344,717.5687,2027.5549,1996.2871,4772.0502,1718.7726,1868.0654,951.9589
ENSG00000007384,RHBDF1,3889.2178,1588.1893,1339.3464,7203.2795,8118.9774,1295.2286,3823.8079,2011.9756,3592.2744,3099.5872,299.1733,857.8811
