"",gene_symbol,GSM2440320,GSM2440321,GSM2440322,GSM2440323,GSM2440324,GSM2440325,GSM2440326,GSM2440327,GSM2440328,GSM2440329,GSM2440330,GSM2440331
ENSG00000007392,LUC7L,7189.4392,3344.7487,2971.2193,7485.6155,8167.8222,2257.1806,7495.6836,2912.3279,3702.1024,2967.367,1177.0435,1667.4882
ENSG00000007402,CACNA2D2,121.8375,317.8089,86.3352,108.0198,35.3864,114.2382,204.1624,534.5628,86.5872,525.945,223.4509,81.7302
ENSG00000007516,BAIAP3,284.8419,145.2566,133.3196,463.2809,343.3425,133.5307,676.7827,164.5636,1059.676,254.9906,253.3681,148.6721
ENSG00000007520,TSR3,3310.6274,1918.3983,1084.2306,2925.4061,3022.7317,2872.1592,2122.4421,3177.1039,5951.0838,2872.3195,2938.4672,1608.9396
ENSG00000007541,PIGQ,2667.838,1680.3536,1401.3873,4156.0301,4477.2046,1612.2261,3677.6608,2459.8289,2830.184,3928.6777,3017.6625,1932.8992
ENSG00000007545,CRAMP1,1033.5847,898.7884,462.5092,1017.5961,2044.4245,752.9689,1318.6907,732.9599,1071.1475,686.4689,49.6464,132.6155
ENSG00000007866,TEAD3,2041.6059,1601.8056,1153.7128,2298.7319,6033.8489,6444.7747,1753.1048,1393.091,2282.2911,1906.8421,260.1608,436.8344
ENSG00000007908,SELE,1.015,1.0051,0,0,1.0026,12.1229,0,0,2.0076,0,0,0
ENSG00000007923,DNAJC11,2255.5198,1534.7452,1877.4885,2829.8515,4245.1792,1477.4617,2554.5562,3230.4215,10160.1636,3409.1087,1675.7981,1429.7234
ENSG00000007933,FMO3,184.4988,16.0928,15.4739,22.6361,10.5329,4.5892,34.9013,12.4716,14.6864,4.9914,27.926,9.072
ENSG00000007944,MYLIP,146.9917,211.9247,102.1965,109.7502,224.1185,475.298,114.5078,107.71,205.6851,81.3356,134.5469,34.5019
ENSG00000007952,NOX1,117.42,471.8643,481.2515,113.8295,386.8761,1.9978,152.3492,235.4338,1020.6031,239.4968,16.8255,50.3042
ENSG00000007968,E2F2,179.0922,221.7816,99.0486,503.2066,372.5549,9.5365,256.1445,337.0059,1082.4992,390.7675,235.5409,201.5643
ENSG00000008018,PSMB1,7413.1857,7718.1244,3570.4396,7568.3792,7122.8355,4677.7626,4213.6299,15569.5865,15720.9083,9421.5023,5944.2011,4360.2584
ENSG00000008056,SYN1,169.4606,33.1633,95.1535,170.4225,22.1521,126.1511,105.4917,76.7724,369.3681,42.6244,61.3068,6.8934
ENSG00000008083,JARID2,242.0284,561.2439,234.6625,594.6975,970.116,210.442,217.7777,392.7894,251.9023,254.3597,484.2611,236.8437
ENSG00000008086,CDKL5,52.7391,139.7935,39.4574,77.3343,74.8499,66.2768,32.0405,45.8136,79.2863,67.3094,172.4498,32.8535
ENSG00000008118,CAMK1G,2.0258,6.0257,4.9267,11.0816,18.0627,13.096,1.9915,10.9715,15.0491,4.992,0,2.9587
ENSG00000008128,CDK11A,2160.5794,1092.6173,2140.4161,4395.5892,4416.0396,1397.959,4385.9328,2024.712,4770.4438,3165.419,742.8313,1619.6381
ENSG00000008130,NADK,3738.7873,2324.5011,2588.5442,5648.2598,6362.4913,2066.9234,4365.8221,4563.8914,8940.9547,5996.8227,1442.2905,2456.7126
ENSG00000008196,TFAP2B,0,0,0,0,0,16.1333,0,0.9966,0,0,1.9861,0
ENSG00000008197,TFAP2D,0,0,0,1.0055,0,0,0,0,0,0,0,0
ENSG00000008226,DLEC1,45.8962,50.7224,136.9233,49.0646,396.2818,13.2022,36.2811,88.6837,53.0097,86.5239,23.5657,17.8485
ENSG00000008256,CYTH3,225.5544,329.7263,173.3027,217.8423,885.5599,963.2634,134.3061,113.6451,502.0285,102.0415,19.82,11.8332
ENSG00000008277,ADAM22,15.2751,54.3396,6.8672,41.3787,32.2942,25.3058,20.8809,22.9181,46.2115,15.8236,2.966,0.9818
ENSG00000008282,SYPL1,180.0293,308.1896,195.0766,112.7014,193.7797,443.6083,98.6327,166.6862,387.1569,338.8848,27.904,30.6642
ENSG00000008283,CYB561,1521.5446,1470.3241,1207.8686,1185.5828,2767.4181,346.7798,909.3177,1265.5311,3005.7313,2534.1011,196.7794,415.0815
ENSG00000008294,SPAG9,186.9348,301.8429,178.8067,222.2558,451.4129,540.3008,81.5013,145.5394,655.1444,217.9551,161.2501,51.0887
ENSG00000008300,CELSR3,315.0855,373.2657,248.5965,793.6536,185.5201,64.6558,576.8508,939.8798,2895.1135,1090.9739,625.7137,452.7989
ENSG00000008311,AASS,24.2852,58.3972,10.8578,8.0598,51.2514,38.2266,8.9753,11.9737,8.0209,24.8447,10.8159,6.0118
ENSG00000008323,PLEKHG6,2752.8987,2435.9086,1291.4117,4937.0065,4925.5122,22.8272,3557.8818,2478.7379,4485.786,2368.5913,1805.5965,731.3275
ENSG00000008324,SS18L2,120.0635,179.449,119.1455,181.8928,82.3972,55.3192,130.1044,207.214,393.4832,210.0068,18.3776,24.059
ENSG00000008382,MPND,1444.6766,2161.853,707.9286,1611.4609,844.8431,887.8004,1181.8655,2910.1184,2600.7723,1624.0011,3482.0774,1323.3197
ENSG00000008394,MGST1,450.7847,346.3643,597.0909,324.2743,491.9481,106.0385,92.1327,685.3629,1092.749,814.4347,119.8325,149.1115
ENSG00000008405,CRY1,46.546,62.2624,60.0888,10.0738,150.6927,165.0471,36.891,42.8925,160.467,71.502,0.9887,7.8771
ENSG00000008438,PGLYRP1,0,4.9798,4.0604,4.9752,2.9742,0,1.003,8.0104,11.9738,0,0,3.017
ENSG00000008441,NFIX,1175.4524,804.4545,557.766,1635.4492,1001.9856,3739.5549,879.1997,1147.2378,1598.6938,647.4403,677.7615,259.5552
ENSG00000008513,ST3GAL1,523.0514,577.2518,140.88,191.5851,665.6698,366.843,72.1225,1453.8206,216.9483,113.8642,281.2011,1043.225
ENSG00000008516,MMP25,66.0549,197.7131,40.7598,116.0837,120.7428,35.9425,100.7158,270.614,147.7828,136.7208,41.8108,147.2146
ENSG00000008517,IL32,25615.0706,12571.6395,3125.9673,15683.6711,13160.2305,858.7944,6154.8634,21455.3106,34699.2209,16001.7149,9112.9005,10351.7992
ENSG00000008710,PKD1,2906.769,2098.0945,1367.5424,3735.3062,6494.7307,6947.3461,4350.0556,1501.1366,3992.5714,1947.0579,2017.7614,773.2307
ENSG00000008735,MAPK8IP2,34.6918,42.3213,35.4053,275.3864,28.3382,174.7028,172.8205,108.4696,998.4612,32.6989,156.8667,35.4249
ENSG00000008838,MED24,1911.7492,1816.4691,1857.5604,1774.309,4224.3778,1375.6342,2106.7955,2868.5442,4820.0967,4473.119,286.5202,718.4931
ENSG00000008853,RHOBTB2,347.5346,363.4507,264.2769,293.7427,1228.2099,583.4603,251.2409,312.5215,1092.7164,413.8173,381.0589,96.2296
ENSG00000008869,HEATR5B,66.1846,152.8772,66.8471,59.5593,179.0793,107.1251,70.1781,72.4652,131.3043,121.3324,13.2366,18.8242
ENSG00000008952,SEC62,406.0199,556.6686,856.1415,240.4266,584.6502,1267.8034,377.1684,1209.6289,1474.6106,1207.9078,3550.1676,1308.2172
ENSG00000008988,RPS20,23620.2713,14451.4819,23557.7778,33833.768,16057.0856,14939.6449,15514.9154,60390.0297,52909.1464,29476.9592,7720.2003,7128.8972
ENSG00000009307,CSDE1,3214.4458,2784.7656,1857.0218,2983.7987,4954.2885,16652.6769,1958.0817,5724.3549,8411.3244,3174.345,1978.412,1819.0927
ENSG00000009335,UBE3C,1384.28,1825.9432,1399.7666,1076.4273,1893.8838,1574.6325,780.646,1734.3624,4724.5662,2216.5065,231.8745,293.9537
ENSG00000009413,REV3L,25.0754,50.0664,24.5907,27.2153,57.4486,138.5373,25.047,30.7445,42.8856,19.9379,6.4281,9.1628
ENSG00000009694,TENM1,1.0189,2.013,1.9596,2.0213,4.0868,12.162,0,0,2.0094,0,0.9867,0
ENSG00000009709,PAX7,0,0,0.9842,0,25.2037,2.0186,0,0,0,0,0,0
ENSG00000009724,MASP2,572.1287,3.0769,5.0866,27.0393,13.2038,9.0664,46.203,9.2257,91.5452,10.9305,12.1578,1.9778
ENSG00000009765,IYD,398.6262,483.8612,153.8314,298.211,428.0847,4.1632,168.3539,201.6372,239.6324,394.9302,116.5945,85.1353
ENSG00000009780,FAM76A,71.589,65.1488,53.0583,77.8651,147.3685,100.8411,47.6424,82.2745,212.0997,146.063,172.5991,54.7356
ENSG00000009790,TRAF3IP3,116.8636,253.1442,15.8016,75.3529,165.7914,187.2725,48.6889,238.386,81.4712,63.0803,6.1519,164.8174
ENSG00000009830,POMT2,658.9367,536.8095,639.1278,955.1373,1120.8998,675.2161,631.0787,783.6436,1396.0847,1055.4478,463.3133,483.6148
ENSG00000009844,VTA1,126.7687,217.9097,95.2008,114.5841,173.9617,163.1711,45.7881,197.4198,304.3599,151.6755,23.3886,43.9932
ENSG00000009950,MLXIPL,5326.8468,800.1983,6217.7757,10431.6468,3908.6833,53.6687,29707.3456,7065.7286,12451.0147,1629.5676,23666.6471,3730.7736
ENSG00000009954,BAZ1B,1755.9884,2239.1657,1224.7476,2221.6741,2343.919,1839.6608,1532.5684,2018.1222,3266.1526,2445.228,455.9975,460.8147
ENSG00000010017,RANBP9,207.5415,411.3726,164.1657,106.6521,430.5529,494.6951,64.8438,251.3943,224.6705,167.6867,20.9607,52.5768
ENSG00000010030,ETV7,629.5712,489.1849,47.5423,255.1059,696.6441,61.1389,535.6903,779.6294,1514.154,763.8487,341.4575,384.5081
ENSG00000010072,SPRTN,45.3369,69.4136,14.7467,30.0187,111.9953,41.0905,9.9791,35.9383,94.1233,48.0171,5.9496,17.7964
ENSG00000010165,METTL13,657.2546,888.6558,596.2084,650.3906,964.8716,663.1033,449.3732,2162.2001,1955.518,613.9026,327.8332,313.1152
ENSG00000010219,DYRK4,695.152,775.9571,625.3226,1061.944,657.0199,1072.1399,746.9617,812.8751,1137.3149,2045.4679,412.409,394.0733
ENSG00000010244,ZNF207,917.7792,1356.5239,1206.0268,981.7217,2633.2015,1087.5282,705.4887,1202.427,2921.6153,1445.2579,1854.8094,631.7451
ENSG00000010256,UQCRC1,10822.226,11766.8792,5529.8176,12997.2687,4738.8835,7793.5029,8601.9638,20866.7234,46787.5384,19327.5128,10957.8985,7191.7213
ENSG00000010270,STARD3NL,68.8657,124.3734,70.0395,81.9175,168.1134,172.4711,36.4127,92.0459,135.6315,106.4585,38.1178,20.5251
ENSG00000010278,CD9,4473.6108,6285.564,3640.7915,2967.0762,19608.5617,9068.1494,3798.2947,4459.3349,19824.4536,5730.5071,267.4002,453.2325
ENSG00000010282,HHATL,3.8942,0,4.9971,1.961,0,19.8143,6.0445,1.0061,3.9913,1.0076,3.0195,1.0301
ENSG00000010292,NCAPD2,1596.7088,2099.5602,1490.7764,2100.1234,7361.4532,863.722,1546.2881,1689.694,4790.4074,2590.6534,396.1616,332.263
ENSG00000010295,IFFO1,461.9368,500.6253,353.5958,405.5225,1063.7411,1638.2466,196.7611,364.1235,456.4839,252.3523,109.3121,182.6009
ENSG00000010310,GIPR,207.5539,161.4046,177.1217,244.5797,185.5444,22.5466,117.1573,157.062,488.1291,474.3998,183.0848,227.966
ENSG00000010318,PHF7,99.489,117.3521,71.8011,165.1765,77.2262,170.8289,128.7309,142.0287,430.7215,274.8082,55.4353,90.5906
ENSG00000010319,SEMA3G,74.2177,41.2314,9.7836,28.2652,69.562,332.7012,7.9565,10.9639,34.1424,7.92,4.9391,3.9325
ENSG00000010322,NISCH,2966.701,2211.689,2236.4731,3570.96,3185.9036,4400.2233,5596.7307,3447.2735,4310.2549,2617.2358,1411.6263,1232.4379
ENSG00000010327,STAB1,2459.7754,2821.2253,663.3921,1926.3674,2429.4823,3038.6245,1395.1223,1457.4689,1641.2449,732.8806,1553.9475,850.5575
ENSG00000010361,FUZ,304.4331,427.7231,51.2227,54.4582,274.6951,853.2896,616.0662,351.6754,356.0862,47.0852,114.1372,136.2229
ENSG00000010379,SLC6A13,22.2212,1.0035,7.9436,4.0253,1.9855,6.0149,16.9931,2.9931,27.0568,3.9929,4.9535,2.9637
ENSG00000010404,IDS,747.8159,518.0231,396.9591,1242.6492,1191.3942,1837.0827,448.6918,416.2521,996.3267,339.328,105.3157,155.7156
ENSG00000010438,PRSS3,2025.9247,2028.5546,1456.2526,9392.2326,2202.3221,16.8177,2766.2019,5155.7457,6996.6075,3856.167,3533.5081,2987.434
ENSG00000010539,ZNF200,197.0752,173.8259,71.6019,67.0767,238.9594,80.1775,145.4545,155.5117,243.0207,160.7238,494.2011,86.4102
ENSG00000010610,CD4,477.7388,1089.6436,65.7551,238.8522,676.4157,430.8052,162.2678,619.1948,386.3107,210.2286,90.4352,250.336
ENSG00000010626,LRRC23,324.2683,197.8818,141.5571,459.3204,539.0333,413.4842,390.201,230.1607,186.8335,403.379,409.5025,201.9498
ENSG00000010671,BTK,24.1666,76.2686,6.9129,8.0202,45.1103,62.6721,4.9799,21.9574,14.049,0.9918,6.0015,13.8931
ENSG00000010704,HFE,109.9461,150.4427,80.7589,61.1999,335.7424,193.3434,51.3141,112.6958,65.0532,207.5305,363.6348,62.4391
ENSG00000010803,SCMH1,1085.0176,893.0985,1047.856,1775.7249,3063.9886,3231.1088,1602.7737,1621.5981,2249.0208,1606.1946,450.7434,512.4795
ENSG00000010810,FYN,243.3193,295.7056,288.1855,403.2583,1088.4588,637.7563,72.0621,171.9437,230.9283,152.3647,8.9935,57.8611
ENSG00000010818,HIVEP2,483.7463,418.4081,183.5062,467.7845,630.7238,441.6765,203.7724,368.6472,772.455,310.5235,56.2566,170.0348
ENSG00000010932,FMO1,5.1194,7.951,15.263,8.3185,8.9965,14.9319,2.0581,5.0728,3.0592,2.0758,0,4.0438
ENSG00000011007,TCEB3,664.5207,466.5284,361.7881,787.5779,1221.5228,652.7206,260.1335,638.6918,1969.0683,593.7503,121.6032,208.7641
ENSG00000011009,LYPLA2,5557.4712,2955.681,2622.0323,5811.5818,6845.0376,1117.5843,4021.7973,7600.845,7651.6897,5331.7146,6108.2726,3447.3101
ENSG00000011021,CLCN6,535.9122,238.1641,298.3806,684.1816,1233.5778,799.886,449.34,464.8395,601.1214,431.1958,45.9807,146.7818
ENSG00000011028,MRC2,1066.5613,1532.8159,1059.1697,1200.0478,8360.0202,2106.8897,260.7411,1166.3654,973.1665,474.8029,864.1638,403.725
ENSG00000011052,NME1-NME2,395.2969,278.9956,171.2761,74.6817,210.5792,177.1663,121.0652,566.6633,1983.2949,818.8275,4.6167,34.2995
ENSG00000011083,SLC6A7,301.5854,594.083,507.6609,626.4763,546.9837,4.0404,349.5873,484.5061,841.2665,2064.8324,829.325,259.88
ENSG00000011105,TSPAN9,544.6623,566.0796,215.4469,434.941,2318.8299,1962.6962,294.4394,461.5228,1284.1594,383.269,256.8986,275.3899
ENSG00000011114,BTBD7,75.051,84.4031,61.6778,178.6437,161.9508,100.9779,72.0293,123.8756,238.753,109.9313,304.7654,112.7325
ENSG00000011132,APBA3,1366.9403,1019.8297,334.02,992.6887,803.1573,695.7775,779.5937,750.8932,1318.0275,548.1845,353.701,390.4364
ENSG00000011143,MKS1,579.64,450.7962,440.8605,554.6306,1297.4697,473.0726,698.0365,528.0717,999.365,590.4903,92.3853,191.1959
ENSG00000011198,ABHD5,35.0794,69.9286,18.0004,51.3523,39.8608,72.5745,16.9889,33.986,81.0266,32.0402,11.128,8.0764
ENSG00000011201,ANOS1,10.9419,5.9841,3.0101,24.9409,88.117,15.1811,6.0108,6.0087,14.0214,1.0075,0,4.0258
ENSG00000011243,AKAP8L,4983.9181,4154.0678,1956.9686,7875.1891,3903.6152,3302.3319,5875.0341,4788.351,4563.8379,2867.1745,2065.6655,1628.998
ENSG00000011258,MBTD1,51.8848,88.5101,61.7399,41.3102,101.1313,62.1381,46.799,26.1785,60.1638,37.6862,33.3949,21.2641
ENSG00000011260,UTP18,51.4621,110.2979,99.288,41.1677,156.6346,71.3574,29.9153,66.9756,279.5021,91.5672,18.9952,9.9985
ENSG00000011275,RNF216,1300.4417,1370.5443,752.1784,1640.6575,2209.7413,2791.3683,1430.2164,1226.0621,1701.5318,1202.0816,734.3373,292.5919
ENSG00000011295,TTC19,255.1832,280.6102,209.7704,240.4824,272.6626,184.6998,130.587,264.4398,361.2911,337.2604,386.5269,214.2808
ENSG00000011304,PTBP1,12939.5691,10512.1435,6041.8508,16020.559,16429.6322,2792.2664,10894.3128,12137.4229,19557.6672,11163.0496,5537.4179,4112.0928
ENSG00000011332,DPF1,56.3029,15.567,34.9627,132.2875,31.9883,10.1312,14.1084,30.8495,667.2405,26.4759,84.0996,39.5408
ENSG00000011347,SYT7,1991.524,556.1084,625.2796,5625.4676,3606.4483,77.8337,2690.4283,1879.8527,3267.5603,2900.0803,1727.7412,913.3883
ENSG00000011376,LARS2,500.8247,860.5939,419.7202,410.6391,361.5546,366.4842,571.5775,796.5264,1609.4786,900.4393,63.966,118.7577
ENSG00000011405,PIK3C2A,68.1756,88.7557,50.4308,49.6309,111.7194,77.8223,38.6176,40.921,70.3868,72.4438,185.1321,59.4411
ENSG00000011422,PLAUR,2007.5915,1352.4634,1222.2394,2781.1248,2952.6665,238.8835,1226.1458,3888.4204,3263.741,2106.4613,479.8022,1958.7507
ENSG00000011426,ANLN,95.0289,113.4945,102.1129,64.2926,91.613,6.067,48.8417,63.813,216.5675,209.2106,17.8294,9.292
ENSG00000011451,WIZ,1408.1533,1338.7907,952.159,1501.7097,1905.2568,1977.0089,1237.8187,1973.022,2555.5668,1403.7798,503.7263,439.7168
ENSG00000011454,GPR21,273.5103,378.7268,387.981,308.1785,866.9938,2258.6054,405.8759,252.4633,554.9316,443.6067,199.5837,43.3832
ENSG00000011465,DCN,409.5904,596.4698,159.952,83.3227,2044.5951,5234.7788,37.1885,241.8581,109.0154,62.9491,29.6091,24.9
ENSG00000011478,QPCTL,833.0715,694.2936,549.4103,1323.764,976.5385,224.1038,1409.423,1286.6113,1503.0373,1228.8584,640.8407,612.1677
ENSG00000011485,PPP5C,2375.5825,3349.1834,1559.9801,1909.2262,4201.1655,1782.8536,2015.0963,2735.1194,6712.4205,2301.9449,503.7258,458.492
ENSG00000011523,CEP68,262.1371,317.2994,204.5906,283.0847,334.3626,452.6012,349.2658,524.918,812.61,323.7351,312.0666,114.5128
ENSG00000011566,MAP4K3,56.9009,33.1272,35.3412,79.6623,94.5886,84.668,62.6727,48.8451,94.2774,41.6473,4.9784,12.8063
ENSG00000011590,ZBTB32,14.9633,82.133,12.8178,13.9737,43.1909,12.0647,23.0631,70.9237,63.1507,17.0922,10.8975,53.361
ENSG00000011600,TYROBP,980.9397,1079.7988,378.3398,1002.7948,891.2093,932.4822,571.0009,728.5028,846.6472,248.6164,143.2673,405.5945
ENSG00000011638,TMEM159,906.2934,421.1468,268.4919,761.9094,939.4774,1259.7814,593.075,553.8663,691.4369,1199.0816,596.5461,494.3707
ENSG00000011677,GABRA3,2.0864,3.0157,0,14.3215,7.0518,10.1005,2.1183,0,0,0,0,1.9682
ENSG00000012048,BRCA1,123.7278,181.9494,240.078,243.9021,365.1595,99.8967,162.5694,185.8157,702.859,356.6448,569.5858,112.1424
ENSG00000012061,ERCC1,1232.3232,1581.8372,818.2434,881.6768,3473.6656,1899.0843,1665.4141,3840.4239,4405.6929,1822.6504,1635.9894,1127.2221
ENSG00000012124,CD22,61.47,24.3637,50.7499,34.608,170.8746,319.5577,5.0161,93.7206,28.8668,9.0199,8.0866,34.0658
ENSG00000012171,SEMA3B,5463.0406,2033.9039,504.9278,8988.7764,2784.1917,4689.4204,2868.3752,2541.1958,1360.0075,3633.6719,716.9164,3307.3562
ENSG00000012174,MBTPS2,20.3955,34.2057,22.5357,22.2397,48.491,54.602,16.9402,15.9597,24.3362,19.8573,37.5567,9.6299
ENSG00000012211,PRICKLE3,589.9417,482.2947,448.8262,1568.5468,858.7228,218.6237,671.7224,190.3276,762.8297,373.7816,241.9242,128.4088
ENSG00000012223,LTF,134.3284,85.3657,20.6461,33.1224,72.4225,124.505,48.7977,108.7741,28.0849,38.8599,53.4393,2.9583
ENSG00000012232,EXTL3,1318.3153,1093.0089,790.725,477.3476,958.3644,1541.9453,339.6547,1990.7896,2507.854,1309.2265,1242.4788,497.7808
ENSG00000012504,NR1H4,27.241,4.0111,0,2.0104,1.0024,5.0164,2.9912,1.996,0,0,0,0
ENSG00000012660,ELOVL5,120.3417,264.6468,81.6189,44.9335,404.038,281.8418,22.0064,129.0548,199.8969,74.9844,70.4457,27.2513
ENSG00000012779,ALOX5,111.272,107.4854,152.7674,151.7338,365.2011,57.7999,26.0937,412.7922,60.1444,210.5476,0.9898,51.864
ENSG00000012817,KDM5D,5.1598,3.9925,292.4294,17.2425,686.4371,1569.0319,4.0044,317.0872,509.7838,8.0121,15.9562,50.2027
ENSG00000012822,CALCOCO1,1013.8098,1610.2893,919.7215,1182.555,6138.0194,8192.2262,1170.9218,1304.0629,1126.3928,1497.577,566.7264,507.48
ENSG00000012963,UBR7,53.2591,128.1682,65.1653,44.3757,104.7677,173.5978,35.3204,81.7481,471.1275,136.2405,11.1209,18.8367
ENSG00000012983,MAP4K5,60.9794,67.2884,34.9737,88.5718,68.3665,134.4376,29.9017,44.8339,75.725,41.6676,39.9893,19.2181
ENSG00000013016,EHD3,132.1419,231.2881,21.5299,46.4306,332.6448,245.683,26.8549,66.7824,130.5384,27.7236,8.8913,19.6658
ENSG00000013275,PSMC4,2472.8663,2030.9449,799.6866,2662.2557,2711.5569,1207.6428,2580.0029,2851.0689,3997.769,1405.5669,488.0501,664.6327
ENSG00000013288,MAN2B2,504.6555,654.2001,560.429,559.4549,1239.539,1143.3352,577.371,804.0724,1294.0064,1224.9758,256.7036,310.2213
ENSG00000013293,SLC7A14,25.4866,14.2169,40.0856,52.9292,34.9196,43.4343,28.1871,23.5617,39.812,28.5825,152.1802,59.2098
ENSG00000013297,CLDN11,13.9785,15.4538,39.3815,26.9668,61.9033,70.7779,36.0966,47.1087,31.2651,30.4,97.3655,29.612
ENSG00000013306,SLC25A39,8234.431,7259.0197,8121.146,16126.5203,10608.4216,2102.5824,8030.0715,11785.8975,31410.9584,13303.154,2312.2068,3599.3518
ENSG00000013364,MVP,15245.5469,16261.9683,6897.6766,21572.1966,32209.5037,5177.551,16538.2527,11449.982,30757.0943,20455.2032,12948.0903,10124.5828
ENSG00000013374,NUB1,1698.8803,1903.1704,1167.1487,2549.7774,1656.3054,1944.6815,2800.657,2553.4709,2979.7191,2951.0076,3436.7096,1555.6774
ENSG00000013375,PGM3,301.1409,361.5443,72.5126,129.5509,241.4149,58.0846,61.6626,182.5828,364.4584,181.5495,39.7989,71.8616
ENSG00000013392,RWDD2A,115.7135,87.658,34.8074,42.7338,60.6203,115.4448,37.3021,75.4524,105.4495,75.0374,25.4721,26.7011
ENSG00000013441,CLK1,207.8838,347.1743,137.736,358.3404,671.3924,432.1811,196.4418,53.1964,150.983,87.0413,12.4518,42.309
ENSG00000013503,POLR3B,43.6943,86.471,61.6856,32.2932,87.6562,47.5032,38.7945,52.8322,169.6832,63.3814,4.9404,4.9184
ENSG00000013523,ANGEL1,456.3184,365.384,623.0333,886.1267,1517.0237,601.9843,647.1309,659.1676,2074.1503,701.4956,371.9125,200.4215
ENSG00000013561,RNF14,115.3503,254.4345,74.2768,84.3964,171.3705,256.6425,46.3887,101.5469,228.068,98.5231,72.9221,35.08
ENSG00000013563,DNASE1L1,1693.6273,1476.6366,840.4265,1737.4718,1587.1676,466.9742,1248.8461,673.5552,2648.0986,1130.4202,396.0227,280.5241
ENSG00000013573,DDX11,3583.3896,2360.407,3238.2441,10228.1721,12271.7355,448.7729,6730.3886,3956.0823,9238.8899,4804.4745,4751.0908,2410.3729
ENSG00000013583,HEBP1,726.5759,1067.2854,502.7726,405.4347,1077.3758,880.2389,236.7143,706.2376,1860.976,797.6438,55.1544,73.8797
ENSG00000013588,GPRC5A,9082.6911,3752.8969,6401.2031,17362.9397,11409.4534,68.7704,3711.8811,4794.8658,3520.1029,7188.9205,1287.1257,1669.8231
ENSG00000013619,MAMLD1,22.3062,24.1239,12.7551,18.1452,47.3429,192.9293,2.9862,19.9419,33.1205,21.8156,3.4948,1.9705
ENSG00000013725,CD6,298.833,478.5049,71.6471,207.5786,608.5849,113.4896,109.9001,702.1326,250.6814,387.4979,335.7829,543.3814
ENSG00000013810,TACC3,3113.1387,2327.472,1972.126,3851.2217,3703.1637,318.1346,2695.1336,5118.7107,6541.2519,6470.789,3546.2353,2417.3971
ENSG00000014123,UFL1,58.5344,68.2945,46.6443,59.8281,87.0452,75.5332,40.0491,38.9391,103.8172,57.0454,72.1653,33.6776
ENSG00000014138,POLA2,997.3613,1153.9896,609.8672,1790.9077,1097.2708,385.7978,1039.0058,1268.4218,3599.3984,1861.0173,1628.4046,931.9562
ENSG00000014164,ZC3H3,1257.8586,676.2986,483.6246,2882.1618,2091.3519,534.977,2451.3032,1160.5945,993.6399,1304.5648,525.1102,426.5047
ENSG00000014216,CAPN1,6563.313,7102.7914,3353.8032,5688.2651,10500.0965,3926.2999,4008.8547,7498.6173,19978.6636,7679.3382,1799.8641,2251.3297
ENSG00000014257,ACPP,4.0537,11.0499,23.6072,19.2048,51.259,2.0205,6.009,81.8262,170.5141,156.9734,12.8552,28.8628
ENSG00000014641,MDH1,752.8018,2235.223,340.9203,350.9685,999.3949,2699.8114,422.8456,1377.558,5465.9152,867.966,11.9677,124.9125
ENSG00000014824,SLC30A9,145.2856,198.6247,119.2706,80.01,130.1445,147.4103,72.6026,154.0272,172.9924,193.6657,182.5151,89.5469
ENSG00000014914,MTMR11,3211.1246,2292.5316,347.2444,2080.3806,3918.4223,715.9119,2278.4065,970.5795,217.7161,449.9761,90.2131,356.4355
ENSG00000014919,COX15,374.1883,463.1788,300.632,292.5174,348.1162,374.9033,188.0882,396.1376,916.2232,488.7265,134.864,126.3707
ENSG00000015133,CCDC88C,506.2275,586.9691,508.426,628.6276,930.5985,136.1237,833.1351,682.0153,1258.2161,591.5671,107.933,168.9069
ENSG00000015153,YAF2,73.9345,110.3669,92.4694,111.342,127.6308,67.8073,34.8918,104.163,156.9027,70.8039,890.8253,116.9098
ENSG00000015171,ZMYND11,177.4919,275.2558,65.674,92.8211,436.9508,798.7232,98.4918,88.7238,239.9035,125.8108,13.8334,31.4845
ENSG00000015285,WAS,180.5256,294.7239,61.0421,173.8468,248.3286,187.0108,118.667,232.5429,174.0883,87.6926,38.361,220.6509
ENSG00000015413,DPEP1,7865.8569,9337.0919,10750.4234,14122.8333,23939.9816,0.9663,16512.3563,15224.6245,30894.1915,9412.1331,11361.6437,10226.672
ENSG00000015475,BID,1393.4711,1820.0525,742.5701,1000.2223,1349.9744,416.5133,695.0058,3136.1502,8164.5973,2078.8098,261.9755,645.7932
