"","baseMean","log2FoldChange","lfcSE","pvalue","padj","entrezid","symbol"
"146556",59.371790713071,-3.60809189287848,0.325961811175524,7.92934258122831e-29,8.64448898491504e-27,"146556","C16orf89"
"9099",375.232578616505,-3.14673169105285,0.271729562892122,8.32812007406477e-29,9.02213008023684e-27,"9099","USP2"
"284723",178.121932868165,-2.64696938069332,0.207395487610263,8.59436240767356e-29,9.25236827951107e-27,"284723","SLC25A34"
"100507118",71.8006174179341,2.41225010207607,0.177165471126877,1.00029630659608e-28,1.07019278764704e-26,"100507118","PRC1-AS1"
"140738",1576.3973482054,-3.14350346265992,0.275909264906905,1.12086634304856e-28,1.19178535549453e-26,"140738","TMEM37"
"375704",33.930570010275,-3.02243480346175,0.246549454648457,1.1725962412257e-28,1.23913927945477e-26,"375704","ENHO"
"5591",1218.7356123701,2.0527167931684,0.141050548756513,1.27301357727981e-28,1.33705237003931e-26,"5591","PRKDC"
"1238",48.4647198223539,-2.73817024230468,0.215687447807046,1.43218820120854e-28,1.4951176827768e-26,"1238","ACKR2"
"8671",1521.42650493192,-3.93740095248172,0.4087409129783,1.92674659428223e-28,1.99928976424768e-26,"8671","SLC4A4"
"107985747",58.1118902774977,-4.10006813852819,0.413024055731679,1.97863251955042e-28,2.0408350388776e-26,"107985747","LOC107985747"
"9055",312.178240039209,2.45255560470456,0.185812797139908,2.0138569145994e-28,2.06480269964135e-26,"9055","PRC1"
"1062",94.9801279607875,2.88298559161224,0.235790175556682,2.14375614803713e-28,2.18498222780708e-26,"1062","CENPE"
"10635",82.4732984104875,2.78781404192434,0.223441425881411,2.91641275089089e-28,2.95501233141739e-26,"10635","RAD51AP1"
"6750",59.1046052683928,-4.73451532279632,0.484713827605342,3.02906019615477e-28,3.05120244905063e-26,"6750","SST"
"51514",82.3246815234774,2.90754979393407,0.238382929022908,3.12419753267258e-28,3.12873851745844e-26,"51514","DTL"
"79981",2495.18506656062,-3.55249777639967,0.342759380525427,3.60628131283884e-28,3.59064714529763e-26,"79981","FRMD1"
"79154",2313.15964621071,-2.69191798786936,0.21814933826298,4.7581775233531e-28,4.71032228964121e-26,"79154","DHRS11"
"8767",156.352011028707,1.98884100061904,0.1352888889258,4.88487137379631e-28,4.80810910935094e-26,"8767","RIPK2"
"9314",8245.1164930022,-2.8192715695101,0.237214714415996,6.56741477333572e-28,6.42748406083567e-26,"9314","KLF4"
"5655",329.912126523528,4.04487089370036,0.412684357832563,6.64860159443612e-28,6.47017867029165e-26,"5655","KLK10"
"64115",1097.29788544628,-2.01575432314309,0.139676512436794,7.56770461754067e-28,7.32324224927742e-26,"64115","VSIR"
"23302",509.074589527081,-3.24133017148487,0.298219682020148,7.64191676683206e-28,7.35374392785935e-26,"23302","WSCD1"
"192666",53.8438952815612,-6.13511220494603,0.738460386878287,8.00786789361639e-28,7.66308469264124e-26,"192666","KRT24"
"54860",4690.04570524443,-4.26666830412658,0.474953380884976,8.34358235821655e-28,7.94023238233591e-26,"54860","MS4A12"
"162514",435.213454729442,-3.39374341845571,0.324225654971599,9.7881361156118e-28,9.26377168084688e-26,"162514","TRPV3"
"11169",73.1782864104561,2.48958900898013,0.190286115094126,1.02154308000787e-27,9.61534401810688e-26,"11169","WDHD1"
"6358",90.7118928457501,-2.60568574971744,0.205092229311887,1.09630114693618e-27,1.02629278565085e-25,"6358","CCL14"
"5570",1035.61549703326,-3.49787533256389,0.339894825461933,1.46449548740704e-27,1.36356404165331e-25,"5570","PKIB"
"100286986",37.3227287178312,-3.58799741082981,0.338746233783622,1.53148438963594e-27,1.41826981782145e-25,"100286986","LOC100286986"
"6641",316.096935878246,2.55617408153848,0.201896523185653,1.72242490668321e-27,1.58656518810793e-25,"6641","SNTB1"
"3376",774.995572742198,1.96019588375865,0.134655879865747,1.86889538665913e-27,1.71232569336189e-25,"3376","IARS1"
"83540",66.5102212847164,3.04426972825597,0.260412940667554,1.94687920784032e-27,1.774338325664e-25,"83540","NUF2"
"107985504",91.207340227856,-2.86035020811596,0.238765643403399,1.96662817433575e-27,1.78290370015438e-25,"107985504","LOC107985504"
"6241",371.81754161053,2.88340307083094,0.242964082650486,2.00609203411181e-27,1.80915891557989e-25,"6241","RRM2"
"7272",77.0742492976301,3.19594964593648,0.283353799146505,2.62194803805924e-27,2.35224244560262e-25,"7272","TTK"
"56938",109.273579358049,2.21215305317936,0.162018012170687,2.94624835358295e-27,2.629488491734e-25,"56938","BMAL2"
"123264",359.077540895181,-3.21615634584956,0.296849123608417,3.02672871407829e-27,2.68739186082467e-25,"123264","SLC51B"
"25788",58.0945240141151,2.89184811489324,0.240328921779066,3.32976206139877e-27,2.94128982090224e-25,"25788","RAD54B"
"646851",27.7457699390863,2.76007841083234,0.219425186399569,3.62802861456324e-27,3.18840780029856e-25,"646851","FAM227A"
"81624",61.6067812019885,3.05143254679245,0.25902985853855,3.77075387400869e-27,3.29701702943145e-25,"81624","DIAPH3"
"58476",2451.82032669333,-2.60151366316593,0.212415596505202,3.98248524978705e-27,3.46456103169605e-25,"58476","TP53INP2"
"5593",95.6536658399943,-3.64020319216561,0.351828369075216,4.1779488987119e-27,3.61634018996545e-25,"5593","PRKG2"
"23594",108.713370385663,2.72698504935134,0.223188369871539,4.85638278454128e-27,4.18255967318618e-25,"23594","ORC6"
"1503",239.236264734982,2.30998365639373,0.175208307350265,5.26754435307435e-27,4.51410206376645e-25,"1503","CTPS1"
"225689",348.220585380555,2.9518203674069,0.259056783526406,6.40757791625829e-27,5.46388760433411e-25,"225689","MAPK15"
"137075",2576.40607459878,-3.25285875960375,0.306435326338997,8.41250497444291e-27,7.13819695491523e-25,"137075","CLDN23"
"85407",483.164825374334,3.4098825132191,0.334227469102008,8.70162786785145e-27,7.34733039332065e-25,"85407","NKD1"
"64236",883.100316492894,-2.20100777655783,0.164415779865156,9.68434701615073e-27,8.13721352942421e-25,"64236","PDLIM2"
"23322",44.6958255992935,2.53486993200143,0.198842430411088,9.82910405906889e-27,8.21875327269231e-25,"23322","RPGRIP1L"
"23160",335.118480857882,2.01471380631934,0.142841841321881,1.0921993428993e-26,9.08847037750742e-25,"23160","WDR43"
"9156",53.8926523330586,3.11116446080808,0.271639480355906,1.13860867355854e-26,9.4291030779067e-25,"9156","EXO1"
"8736",132.14476475255,-2.98455840755351,0.260501079487906,1.16888037943796e-26,9.63347585445876e-25,"8736","MYOM1"
"30815",5880.51626484456,-2.97695401938716,0.267740818992757,1.52916827418223e-26,1.25428207251376e-24,"30815","ST6GALNAC6"
"407004",33.9192200631913,-2.55840452915153,0.201908903118174,1.54686681731673e-26,1.26278582598486e-24,"407004","MIR22"
"100131825",60.8183801502085,-3.52381113331805,0.326768189204393,1.67468198185458e-26,1.36067911025685e-24,"100131825","CADM3-AS1"
"26354",670.693343843756,1.87690875657284,0.128522013204431,1.79230937850025e-26,1.44941450913929e-24,"26354","GNL3"
"4496",554.28001104964,-3.59490203598702,0.372957419481596,1.99213223892769e-26,1.60348027175371e-24,"4496","MT1H"
"105378604",112.554742856099,3.40670180788384,0.32204814881324,2.30372188864381e-26,1.84565625729719e-24,"105378604","LOC105378604"
"6518",191.393890026692,-2.74947767095085,0.234723048411358,2.40536467597337e-26,1.91816696961302e-24,"6518","SLC2A5"
"79908",1454.77775765487,-3.41232125483482,0.336694299582552,2.56709396926734e-26,2.03770477514424e-24,"79908","BTNL8"
"147111",384.412964532817,4.38956928519705,0.462342032961138,2.69878592974976e-26,2.13241227706145e-24,"147111","NOTUM"
"6398",3079.15948712002,-3.16657275403987,0.300728181813232,2.91942434800752e-26,2.29621389928902e-24,"6398","SECTM1"
"64151",108.657642304036,2.41390632982445,0.188922398960549,3.13577221313616e-26,2.45516710778501e-24,"64151","NCAPG"
"332",272.358309585642,2.7174637510193,0.228570407706536,3.24257576074297e-26,2.5273016958732e-24,"332","BIRC5"
"220042",37.7866156753109,2.96551858970822,0.251568619534917,3.65520819042393e-26,2.82336148341041e-24,"220042","DDIAS"
"79801",62.8571609087045,2.58875307190286,0.2086257157652,3.65382414581482e-26,2.82336148341041e-24,"79801","SHCBP1"
"11170",267.273932481946,-2.98187044107695,0.26543723834356,4.01255845607998e-26,3.08554997348115e-24,"11170","FAM107A"
"113130",254.823237208456,2.76159239754088,0.235076263551847,4.18141416401109e-26,3.20110484333738e-24,"113130","CDCA5"
"85409",300.429252591391,2.90226287150367,0.255724894788277,4.9993529285535e-26,3.81034753072274e-24,"85409","NKD2"
"55771",144.860787332638,2.4679141474315,0.196574427201392,5.12692982831596e-26,3.89036855915165e-24,"55771","PRR11"
"10590",66.924205141064,-3.90816860707291,0.403794021741102,5.18653706193173e-26,3.91833775841114e-24,"10590","SCGN"
"105374588",32.0468960480339,-3.31037885986107,0.301839406473529,5.21134708768139e-26,3.91988880285205e-24,"105374588","LOC105374588"
