"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0051783","regulation of nuclear division","24/557","147/18860",0.163265306122449,5.52815740299711,9.61466731581639,9.21381639782542e-12,3.72070658537641e-09,3.09037573917494e-09,"TRIP13/EREG/UBE2C/BUB1/SKA3/WNT5A/NUF2/NEK2/IL1B/CENPF/LIF/RAD51AP1/AURKA/CCNB1/SPDL1/DLGAP5/MSX1/BUB1B/MAD2L1/TTK/ZWILCH/MTBP/FBXO5/BORA",24
"BP","GO:0033044","regulation of chromosome organization","30/557","244/18860",0.122950819672131,4.16311033934721,8.67544693662006,4.05235764505412e-11,1.50004772161087e-08,1.24592224086971e-08,"TRIP13/UBE2C/BUB1/SKA3/NUF2/NEK2/CENPF/NAT10/RUVBL1/CCT6A/CDC6/DKC1/CCNB1/SPDL1/DLGAP5/NCAPG2/CDK2/BUB1B/MAD2L1/CCT3/TTK/NCAPH/GNL3/MYC/CCT5/ZWILCH/CCT2/ACTL6A/FBXO5/CCT8",30
"BP","GO:0030198","extracellular matrix organization","34/557","331/18860",0.102719033232628,3.47806277696117,7.93461937500362,2.86413813170656e-10,9.19268260154903e-08,7.63533555734244e-08,"MMP7/MMP3/MMP11/COL1A1/ADAMTS12/MMP1/FAP/PDPN/COL12A1/ADAMTS2/TGFBI/SOX9/SULF1/FKBP10/COL4A1/TNFRSF11B/COL5A2/LOXL2/MMP12/SERPINB5/OLFML2B/SERPINH1/AGT/RUNX1/SH3PXD2B/ADAMTS6/ZNF469/FSCN1/COLGALT1/ITGA2/FERMT1/CTSV/ADAMTS4/ADAMTS9",34
"BP","GO:0007088","regulation of mitotic nuclear division","20/557","119/18860",0.168067226890756,5.69075026779114,8.95457957930539,2.94195203884326e-10,9.19268260154903e-08,7.63533555734244e-08,"TRIP13/EREG/UBE2C/BUB1/SKA3/NUF2/NEK2/IL1B/CENPF/AURKA/CCNB1/SPDL1/DLGAP5/BUB1B/MAD2L1/TTK/ZWILCH/MTBP/FBXO5/BORA",20
"BP","GO:0043062","extracellular structure organization","34/557","332/18860",0.102409638554217,3.46758668425948,7.91321520536568,3.10423770876262e-10,9.19268260154903e-08,7.63533555734244e-08,"MMP7/MMP3/MMP11/COL1A1/ADAMTS12/MMP1/FAP/PDPN/COL12A1/ADAMTS2/TGFBI/SOX9/SULF1/FKBP10/COL4A1/TNFRSF11B/COL5A2/LOXL2/MMP12/SERPINB5/OLFML2B/SERPINH1/AGT/RUNX1/SH3PXD2B/ADAMTS6/ZNF469/FSCN1/COLGALT1/ITGA2/FERMT1/CTSV/ADAMTS4/ADAMTS9",34
"BP","GO:0045229","external encapsulating structure organization","34/557","333/18860",0.102102102102102,3.45717351103348,7.89189282714331,3.3633111382182e-10,9.33739254747827e-08,7.75552996016762e-08,"MMP7/MMP3/MMP11/COL1A1/ADAMTS12/MMP1/FAP/PDPN/COL12A1/ADAMTS2/TGFBI/SOX9/SULF1/FKBP10/COL4A1/TNFRSF11B/COL5A2/LOXL2/MMP12/SERPINB5/OLFML2B/SERPINH1/AGT/RUNX1/SH3PXD2B/ADAMTS6/ZNF469/FSCN1/COLGALT1/ITGA2/FERMT1/CTSV/ADAMTS4/ADAMTS9",34
"BP","GO:1905818","regulation of chromosome separation","16/557","76/18860",0.210526315789474,7.12841349333837,9.33870387658866,5.69246394870535e-10,1.48740734471466e-07,1.23542329041562e-07,"TRIP13/UBE2C/BUB1/SKA3/NUF2/CENPF/CCNB1/SPDL1/DLGAP5/NCAPG2/BUB1B/MAD2L1/TTK/NCAPH/ZWILCH/FBXO5",16
"BP","GO:0090068","positive regulation of cell cycle process","30/557","278/18860",0.107913669064748,3.65395295971481,7.77669701629428,1.00695885889239e-09,2.48495069511111e-07,2.06397122831452e-07,"CDC25B/EREG/KIF14/UBE2C/ECT2/BUB1/KIF23/SKA3/WNT5A/IL1B/RACGAP1/CDC6/RAD51AP1/DTL/AURKA/CCNB1/DLGAP5/MSX1/NCAPG2/MAD2L1/NCAPH/DBF4/EZH2/FAM83D/MTBP/LEF1/TFDP1/NPM1/FBXO5/CCNE1",30
"BP","GO:0010965","regulation of mitotic sister chromatid separation","14/557","61/18860",0.229508196721311,7.77113930011478,9.24027890554098,2.05114003873278e-09,4.79534950107947e-07,3.9829616818606e-07,"TRIP13/UBE2C/BUB1/SKA3/NUF2/CENPF/CCNB1/SPDL1/DLGAP5/BUB1B/MAD2L1/TTK/ZWILCH/FBXO5",14
"BP","GO:0051304","chromosome separation","16/557","83/18860",0.192771084337349,6.5272219939002,8.80356629169481,2.2450654039824e-09,4.98629026224491e-07,4.14155486366227e-07,"TRIP13/UBE2C/BUB1/SKA3/NUF2/CENPF/CCNB1/SPDL1/DLGAP5/NCAPG2/BUB1B/MAD2L1/TTK/NCAPH/ZWILCH/FBXO5",16
