"","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol"
"8624",1076.66883579318,1.17988812539538,0.191722825949082,1.21426627674391e-10,1.13201702918083e-09,"PSMG1"
"10713",1483.00676564733,0.748051194455812,0.118499440884381,1.21779061042431e-10,1.13475943244083e-09,"USP39"
"29888",3982.94399488602,0.611132946556356,0.096027624528366,1.2533849489257e-10,1.16736833478374e-09,"STRN4"
"81035",426.892757999723,-1.54435573377148,0.26193647120097,1.25493966813466e-10,1.1682576499485e-09,"COLEC12"
"106635532",513.92763057505,0.767978232059249,0.121734199348553,1.27230023410851e-10,1.18385318008903e-09,"SNORA100"
"378708",253.708828195999,0.837907312068772,0.13347595855819,1.28814105456987e-10,1.19802039339772e-09,"CENPS"
"100526772",302.491208706375,-1.78060849569689,0.301857382128534,1.29485033071327e-10,1.20368545062726e-09,"STIMATE-MUSTN1"
"51649",1249.60704769225,0.994646741714479,0.159725716612466,1.31902262869533e-10,1.22557088233977e-09,"MRPS23"
"220963",509.581644520045,-2.33730767705196,0.418230069078996,1.32559377237325e-10,1.2310891138278e-09,"SLC16A9"
"79094",194.030518387014,1.62429317857914,0.274294533500677,1.33197856249612e-10,1.23642909936187e-09,"CHAC1"
"3643",2216.09585852575,-0.724100747580867,0.115283635785345,1.3477491167747e-10,1.25047232249582e-09,"INSR"
"26012",3584.78928594995,1.34480022671717,0.22172872269345,1.3499177963582e-10,1.25188805162266e-09,"NSMF"
"57338",39.1580042991691,-1.56274580962442,0.261879837895887,1.36875989790331e-10,1.26875768737111e-09,"JPH3"
"5010",71.0909005865873,-2.04027377179043,0.356309506631789,1.38050525602072e-10,1.27903614942928e-09,"CLDN11"
"80117",606.505601646086,-1.39971144228884,0.234311797921485,1.38288479703349e-10,1.28063154646825e-09,"ARL14"
"22919",3778.27918092848,0.932260073663844,0.149135848116528,1.39140239420085e-10,1.28790692143829e-09,"MAPRE1"
"106821730",162.451191493351,1.26763410132408,0.209204275122204,1.46254428056689e-10,1.35311400779288e-09,"BUB1B-PAK6"
"1284",10463.2600955772,1.41485381367334,0.237279106083331,1.4672044032583e-10,1.35678089997414e-09,"COL4A2"
"200316",638.190825683165,-1.24111524583031,0.203697094480948,1.46892162669119e-10,1.35772418983441e-09,"APOBEC3F"
"6366",1914.13258126337,-2.28154247266433,0.39111560723706,1.46978510653308e-10,1.35787784391517e-09,"CCL21"
"2327",36.5963900560926,-2.62481586010776,0.493124322216583,1.47100494507577e-10,1.35836042225466e-09,"FMO2"
"3270",59.7376606962852,-1.93323862251856,0.330031655981327,1.47517901048512e-10,1.36156925256861e-09,"HRC"
"9518",6999.99867425631,2.29886826889053,0.400077386161902,1.4849728605054e-10,1.36995956695133e-09,"GDF15"
"112268292",13.1127879036487,-2.04810306162993,0.351188893941426,1.48748946471231e-10,1.37163150214357e-09,NA
"1908",785.684692659557,-2.63162460862708,0.448819549619445,1.48966050427967e-10,1.37298335640542e-09,"EDN3"
"124245",2071.20433376727,0.730002628030663,0.117440466034474,1.49158068353484e-10,1.37410282932077e-09,"ZC3H18"
"5718",1153.07592240515,0.668338772478682,0.105822428700633,1.49519495817489e-10,1.3767811730712e-09,"PSMD12"
"865",1044.29603874921,1.26424423261466,0.206511995076045,1.50059773481145e-10,1.38110306642027e-09,"CBFB"
"4881",248.307143382032,-1.34764768428812,0.225421776147846,1.50611798614644e-10,1.38552894568738e-09,"NPR1"
"66004",211.014681267885,-1.54438468471714,0.261341635829238,1.52639093608666e-10,1.40351574505608e-09,"LYNX1"
"388581",1350.67597251099,-2.68611225974745,0.485564726332962,1.54868392075087e-10,1.42334211215777e-09,"C1QTNF12"
"23541",214.728079617605,1.73301497612047,0.2967411363974,1.56732458498949e-10,1.43979463644671e-09,"SEC14L2"
"286336",378.148127235243,-1.01814792471327,0.164756220701039,1.58570570426217e-10,1.4559933328857e-09,"FAM78A"
"23331",392.753833421736,-1.31335408072565,0.217875296158238,1.60959715443072e-10,1.4772339577068e-09,"TTC28"
"100379249",84.5327096434507,2.04862978917169,0.348531389298359,1.61247386872727e-10,1.47917704161393e-09,"BOK-AS1"
"56961",604.685780070126,-2.05705130875278,0.356188436652754,1.61335645362167e-10,1.47928987449539e-09,"SHD"
"55222",430.112020864904,1.21134912613973,0.19967585028332,1.6341024668601e-10,1.49760684904002e-09,"LRRC20"
"64840",279.619067673867,0.924017116237362,0.14844543598045,1.65522490650415e-10,1.51625141364856e-09,"PORCN"
"7022",92.9611998274947,1.86336747206413,0.315107638236686,1.66049095647514e-10,1.52036019639649e-09,"TFAP2C"
"342510",116.849766981521,2.44988085967956,0.459601198808151,1.67035052832924e-10,1.52866901030131e-09,"CD300E"
"53405",2134.77544649088,-1.77447547950587,0.302826367345867,1.68980113418572e-10,1.54574340480352e-09,"CLIC5"
"9768",789.21977340754,1.23884550058651,0.205416301373395,1.69621370152113e-10,1.55088083742366e-09,"PCLAF"
"2194",7868.43925500248,1.23106489071584,0.201647960855602,1.71303012659186e-10,1.56552143197449e-09,"FASN"
"127602",121.553986624515,1.31861850549331,0.219810562377679,1.72728163543902e-10,1.57780534006449e-09,"DNAH14"
"6427",3466.45501515555,0.730729888159523,0.116939209471819,1.74972008257929e-10,1.59755267736669e-09,"SRSF2"
"11340",884.92467798528,1.0258918582539,0.16717734080715,1.75154876032547e-10,1.59847291974407e-09,"EXOSC8"
"728262",127.522471512356,1.544086816216,0.257429203686568,1.7598491962948e-10,1.60529569544923e-09,"FAM157A"
"54893",925.026211576781,-0.982031888843237,0.159381497490619,1.76269306168432e-10,1.60713704945235e-09,"MTMR10"
"9635",20.5692988466619,-2.43959529628011,0.449364901149093,1.78470129263199e-10,1.6256809014971e-09,"CLCA2"
"5684",2133.41916291775,0.84749342949929,0.135961340591238,1.78417188457643e-10,1.6256809014971e-09,"PSMA3"
"102060414",15.4670307431979,1.96027309127003,0.333490072733023,1.80498217528882e-10,1.64338606188639e-09,"C2-AS1"
"57628",89.0907480876499,-2.96565061559344,0.538197781695743,1.81766093294751e-10,1.65415638640901e-09,"DPP10"
"57184",639.078966299485,-0.713443811039546,0.114007321511785,1.83178188787271e-10,1.66622850379827e-09,"FAM219B"
"6421",7455.07680631772,0.777423779096821,0.124565513781301,1.84356727888707e-10,1.67616586163985e-09,"SFPQ"
"107986566",143.878384054992,-2.33804558674998,0.413634177440504,1.85333235149873e-10,1.68425793492476e-09,NA
"10316",88.4748054757071,-1.38540498148834,0.229540027638259,1.87308109325358e-10,1.70141111432433e-09,"NMUR1"
"2878",3920.58987411585,-2.38022178247347,0.437959534093258,1.89803341849011e-10,1.72327276573869e-09,"GPX3"
"83903",134.630335860578,1.24730170920306,0.205968337950082,1.94536292943971e-10,1.76542139099899e-09,"HASPIN"
"78995",167.129339952392,1.42129229412586,0.23529424802844,1.96418513176845e-10,1.78167235403775e-09,"HROB"
"1839",615.768850772221,1.68756021722391,0.289615018392368,1.97754678905629e-10,1.79295734249866e-09,"HBEGF"
"387119",113.755553853406,-1.52441285881851,0.255862758292932,2.00804437214655e-10,1.81976101198483e-09,"CEP85L"
"112858",714.013361317397,0.917454066419983,0.149210640936904,2.01508907419617e-10,1.82529580092886e-09,"TP53RK"
"89978",161.192449131915,0.831527442068922,0.133736889507331,2.03081213148799e-10,1.83868276432955e-09,"DPH6"
"284194",1176.7682655865,-2.15232967001923,0.375316235567066,2.03614117519838e-10,1.8418645051501e-09,"LGALS9B"
"57136",3897.72780772414,0.838063440736631,0.135968891280153,2.03621785858186e-10,1.8418645051501e-09,"APMAP"
"197021",56.9327925573366,1.20368206963404,0.19616335843209,2.05144401045997e-10,1.85477586368189e-09,"LCTL"
"100996351",46.1332997116715,1.89310269265982,0.328556569613314,2.07428319195444e-10,1.87455522799595e-09,"GNA15-DT"
"107984428",25.4901806080479,-1.4190961812835,0.237357560830425,2.07813696741495e-10,1.8771668571617e-09,NA
"28901",107.819249854924,-2.67526194545082,0.505208821214337,2.18186518399324e-10,1.96995013714735e-09,"IGKV1D-16"
"4507",654.168579637299,1.22992032843221,0.202127929159543,2.18758005070408e-10,1.97419469358025e-09,"MTAP"
"474354",9.79380423168707,-1.53873788754193,0.254668301780949,2.1916474610582e-10,1.97694924984291e-09,"LRRC18"
"53826",900.349468793753,-1.4810773926817,0.249270113712628,2.22275928783135e-10,2.00408505233868e-09,"FXYD6"
"4567",2240.96491375295,-1.15957532715057,0.191053377736311,2.22948915747528e-10,2.00922264423097e-09,"MT-TL1"
"64768",261.274279972825,0.626114319659774,0.10041403054002,2.23497966377e-10,2.01323908195748e-09,"IPPK"
"8801",5239.11054933416,-1.06029319192374,0.175142427535495,2.23603019329831e-10,2.01325418467335e-09,"SUCLG2"
"10575",4391.92886054475,1.06698306972582,0.174254812880274,2.2652936213677e-10,2.0377179342326e-09,"CCT4"
"10535",1555.53369390135,1.49010862335045,0.249114792233666,2.26453815647585e-10,2.0377179342326e-09,"RNASEH2A"
"105378828",242.537531427113,-2.20089273628244,0.381496401169371,2.2775578757238e-10,2.0478042303657e-09,"CLCA4-AS1"
"145864",661.589732395166,1.67596090887471,0.290786792956648,2.27981818043363e-10,2.04889058901454e-09,"HAPLN3"
"9654",504.727722817836,0.837116766253127,0.135224422231941,2.30033519438235e-10,2.06637582613451e-09,"TTLL4"
"105372803",113.473739961875,3.3887689860358,0.700926953142638,2.31367736357082e-10,2.07740279647496e-09,NA
"120425",1418.70621189454,-1.78393393964027,0.304132412418195,2.3166496484063e-10,2.07911299090842e-09,"JAML"
"4016",925.253580768765,1.67138285838311,0.284489434345329,2.39182405698451e-10,2.14559067295133e-09,"LOXL1"
"148113",47.5768448800002,2.16366636991366,0.378118978660467,2.43013225016535e-10,2.17794871477083e-09,"CILP2"
"2563",45.6976367318702,1.85222561773858,0.31846631707602,2.4379504966948e-10,2.18294647922443e-09,"GABRD"
"100130933",273.437325605943,-2.21156906694845,0.400989502534917,2.43726583026781e-10,2.18294647922443e-09,"ERLN"
"9767",331.041993460921,1.37129658978496,0.22831165024829,2.45313870528551e-10,2.19553659399978e-09,"JADE3"
"343450",24.846563464768,-1.92048858061241,0.330611305010194,2.48383091441634e-10,2.22198470639679e-09,"KCNT2"
"94235",39.6921714616434,-2.26738564833236,0.402710450447801,2.51049858742395e-10,2.24480991689998e-09,"GNG8"
"105371653",14.6626905320425,-2.40454025585605,0.414087824646798,2.53481148546823e-10,2.26550957684689e-09,"GS1-204I12.4"
"22914",110.73202203088,-1.31757940944894,0.220070109515929,2.56044533567692e-10,2.28737031707835e-09,"KLRK1"
"374393",339.615695638075,1.62718370850603,0.272927420980935,2.58561119416402e-10,2.3087931227118e-09,"FAM111B"
"9791",2305.26769827872,0.696316781453169,0.112328138031805,2.58956651562262e-10,2.31126525626721e-09,"PTDSS1"
"105375591",67.2929645858543,1.72308476330823,0.296243626813271,2.59644104196831e-10,2.31633940871886e-09,"INSIG1-DT"
"7416",8276.80377176277,0.767509639730464,0.123713943835882,2.60800966808992e-10,2.32559470174227e-09,"VDAC1"
"140766",399.218622904806,1.1309934269616,0.186721971231259,2.61912398057943e-10,2.33443659138602e-09,"ADAMTS14"
"5743",556.961820195941,2.74253534559294,0.562705406722091,2.63366900393182e-10,2.34525394840293e-09,"PTGS2"
"3824",129.605670651484,-1.45264023640122,0.250999664179486,2.64623843565594e-10,2.35513677639396e-09,"KLRD1"
"145376",205.745973347602,-1.50950578549961,0.254718392969679,2.64718582979532e-10,2.35513677639396e-09,"PPP1R36"
"55244",66.1789733735698,-1.27366872038639,0.212159379951016,2.65077502640691e-10,2.35725313421345e-09,"SLC47A1"
"692203",22.4623927306885,1.83443000371264,0.312615281002236,2.67100792228819e-10,2.37416153749714e-09,"SNORD88B"
"105376333",94.5237268213231,1.66402748944057,0.282947734965527,2.6888868774571e-10,2.38896313587942e-09,"LOC105376333"
"79954",987.073069480667,0.764151006877777,0.12375817754465,2.70778911069063e-10,2.40465996036024e-09,"NOL10"
"338328",81.7293869868625,-2.07331384484913,0.36665947665338,2.72700633500492e-10,2.42062207722064e-09,"GPIHBP1"
"1288",112.302605744616,-2.61261162091036,0.490941645908702,2.73622215724416e-10,2.42769596867107e-09,"COL4A6"
"3205",469.875796114437,1.12230377744408,0.184187096306656,2.74795545726336e-10,2.43699601685811e-09,"HOXA9"
"55215",1348.11827447627,0.963542153404128,0.158006793940793,2.7737178552802e-10,2.45872349711342e-09,"FANCI"
"6623",725.662610564691,-2.77311916425728,0.549507619432548,2.79165770128646e-10,2.47350016981592e-09,"SNCG"
"92370",343.264925826394,0.951380157391178,0.155600711323195,2.80171807042165e-10,2.48128510329521e-09,"PXYLP1"
"8739",18.7021290667338,-2.93124921969629,0.531008599739194,2.81917947975788e-10,2.49561456219476e-09,"HRK"
"55308",1160.44792426714,0.594033359323079,0.0953277814377518,2.8329544525968e-10,2.50666914876523e-09,"DDX19A"
"28818",77.2928815564825,-3.49240947550178,0.761362313916186,2.84456300579663e-10,2.51579766293776e-09,"IGLV2-5"
"51310",484.367277167449,-1.25964006500429,0.21338463158479,2.85741079307092e-10,2.52577239715788e-09,"SLC22A17"
"5358",1940.31809236235,1.32799744838498,0.220791870428368,2.85843510312502e-10,2.52577239715788e-09,"PLS3"
"5284",250861.14675263,-2.1903575064017,0.397789032073108,2.87814732747608e-10,2.5420371520452e-09,"PIGR"
"105378570",44.7755661577486,-1.82432462600673,0.313044974880115,2.88137523269298e-10,2.54373448126454e-09,NA
"92667",857.663770628591,0.920519364651884,0.149829640100796,2.88752828245459e-10,2.54801147715465e-09,"MGME1"
"6432",3459.10369931284,0.753564220254761,0.12195989427937,2.89445874542083e-10,2.55297029289269e-09,"SRSF7"
"9675",609.411758672778,1.04039119248536,0.170538500394374,2.9254613724172e-10,2.57914713570959e-09,"TTI1"
"1606",1043.71674288613,-0.92273007861002,0.15051873045918,2.93306543543451e-10,2.58468096629354e-09,"DGKA"
"100113386",102.783078254436,1.07532215451371,0.176698700094661,2.95666961418331e-10,2.60430306360109e-09,"UCKL1-AS1"
"646962",2581.67002363574,-2.68957265899785,0.521560346201076,2.98608771471058e-10,2.62902614122913e-09,"HRCT1"
"29881",69.4629296884998,2.90230358568464,0.591709167048985,2.99371487408055e-10,2.63455025633614e-09,"NPC1L1"
"7443",555.188819809755,1.08669668634686,0.179678352103116,3.00748285893682e-10,2.64547103332405e-09,"VRK1"
"1635",1564.49073064093,0.841509108299476,0.136679130885612,3.09643405834957e-10,2.72248547568207e-09,"DCTD"
"10733",266.491230138422,1.08764340853918,0.177990582661254,3.10530654506427e-10,2.72796827009113e-09,"PLK4"
"10800",75.6772350750678,-1.42640928211267,0.240256239931585,3.10547145303828e-10,2.72796827009113e-09,"CYSLTR1"
"56253",31.0370667976891,-1.69450559670387,0.28770379160425,3.14798277400473e-10,2.76406512731029e-09,"CRTAM"
"4128",8076.95231644548,-1.49356881302669,0.256688931740198,3.20935927581577e-10,2.81668643066751e-09,"MAOA"
"5979",103.998206537666,-1.75389237876732,0.313337035006708,3.25201843342625e-10,2.85284049508902e-09,"RET"
"1408",919.890730879866,-0.672612341460789,0.108748866625153,3.26156168688829e-10,2.8599240815916e-09,"CRY2"
"952",270.877550491656,-1.3819313111349,0.230553427965574,3.28419412202674e-10,2.87847347103829e-09,"CD38"
"105374855",23.2191790051306,-2.23503987097993,0.389272274065286,3.2984639553914e-10,2.88967996091982e-09,"MALLP2"
"285758",64.241276771132,-1.27976839511286,0.213880155183349,3.31149969012302e-10,2.89979570436807e-09,"MROCKI"
"83758",333.462799019358,-1.3532452934016,0.228470585436724,3.34879285536774e-10,2.93113442059716e-09,"RBP5"
"57631",51.5870975872612,-1.45726692694671,0.247752817932035,3.3598108930385e-10,2.93945719415655e-09,"LRCH2"
"80381",2311.12505252492,1.05775715486308,0.174960438657488,3.36932000029435e-10,2.94645294143388e-09,"CD276"
"1501",33.1740155537885,-2.65524203829269,0.512373234517921,3.38027417905797e-10,2.95470554924389e-09,"CTNND2"
"286075",488.262408074132,0.765919583389646,0.124155941148626,3.45392576400635e-10,3.01773011458159e-09,"ZNF707"
"58472",8522.40569246068,-1.4435410830123,0.248364057709546,3.51850906130662e-10,3.07277865331598e-09,"SQOR"
"2717",744.751771651796,1.10478212299342,0.183262925129454,3.52897723320577e-10,3.08053929254515e-09,"GLA"
"9715",655.888388512166,1.81954378712179,0.313591952106865,3.53125995693042e-10,3.08115088087903e-09,"FAM131B"
"100132815",326.801848938589,-0.993761187274439,0.164658474478263,3.56680879938832e-10,3.11077480376567e-09,"IPO5P1"
"4131",340.009064212723,-1.37405870546106,0.23579467981313,3.58332097423328e-10,3.12377690121724e-09,"MAP1B"
"114898",111.847470486452,-1.25744958009534,0.210738516616569,3.59827864105216e-10,3.13541282033516e-09,"C1QTNF2"
"284656",1169.81042032182,-1.60459900034368,0.281880698273889,3.62176797598192e-10,3.15411399761372e-09,"EPHA10"
"8850",461.674428077249,-1.31283213601272,0.219895256656093,3.62297972408826e-10,3.15411399761372e-09,"KAT2B"
"84842",767.486633914769,1.49417554778763,0.254215951766642,3.72223178599807e-10,3.23907345988885e-09,"HPDL"
"2215",314.025480789493,2.30304470053639,0.430432748368703,3.80289850706546e-10,3.30779135440374e-09,"FCGR3B"
"6502",558.782120321733,0.989974224613261,0.163682061313525,3.85662553873177e-10,3.35302599851791e-09,"SKP2"
"1953",1389.81315063941,1.37319054740878,0.235799425983087,3.86125421401138e-10,3.35555224533118e-09,"MEGF6"
"2395",350.325319208137,0.836919122516912,0.136885936148202,3.87372154540494e-10,3.36488524071192e-09,"FXN"
"84320",1178.28611320829,0.819247015742589,0.133738521764153,3.90352924016482e-10,3.38926580259518e-09,"ACBD6"
"79915",176.806990425093,0.99289189493358,0.163837470537287,3.93118137526953e-10,3.41175388963343e-09,"ATAD5"
"3918",2782.63933723356,1.44183482671579,0.248162377189633,3.95789876584584e-10,3.43341106747652e-09,"LAMC2"
"151246",231.584744594556,1.1440698492929,0.190209744873519,3.97684253451665e-10,3.44830847549919e-09,"SGO2"
"257106",1036.09516327477,-0.918151639524459,0.151285721476153,3.97954939809571e-10,3.44911991668509e-09,"ARHGAP30"
"8744",274.446443669512,2.77358889299596,0.515761092119067,3.9930560793764e-10,3.45928679474446e-09,"TNFSF9"
"1874",3026.96958817078,0.661264319211939,0.107163339252548,4.01088387543374e-10,3.47318645949631e-09,"E2F4"
"1479",772.192321824266,0.66164801448361,0.107544582941469,4.07415188246777e-10,3.52640479604711e-09,"CSTF3"
"90390",481.266337313618,0.890664022877303,0.147488638735783,4.07667350301942e-10,3.52701983435377e-09,"MED30"
"105369974",17.8231933889192,-1.37847317804887,0.231845082243251,4.11672060514967e-10,3.56008586968427e-09,"LOC105369974"
"9721",1573.40586541299,-1.69749727644344,0.303923677460071,4.14760076844893e-10,3.58519862252742e-09,"GPRIN2"
"80820",851.109616594924,1.0326919968517,0.172573061354198,4.18785861691382e-10,3.61839159558104e-09,"EEPD1"
"645513",121.097380301906,-0.74698740470769,0.122230587230871,4.19872489004334e-10,3.62617149594652e-09,"SEPTIN7P14"
"6897",2605.20002931539,0.769626662052499,0.125861667202556,4.2018216888873e-10,3.62723747300887e-09,"TARS1"
"2995",946.123664484252,-1.37449806763041,0.235187225440052,4.20740185814224e-10,3.63044533395304e-09,"GYPC"
"51176",245.18970657785,1.9143404208127,0.328971513731015,4.2133306840451e-10,3.63395106606636e-09,"LEF1"
"3376",2320.70633773061,1.39702211224519,0.235724621117856,4.24034347437823e-10,3.65563033039026e-09,"IARS1"
"26279",139.886133220065,-2.35033016432341,0.417694894637395,4.26948156907436e-10,3.67912183883731e-09,"PLA2G2D"
"646851",32.9420909922177,1.39321749498492,0.234865422987985,4.29650172974061e-10,3.70076829662532e-09,"FAM227A"
"107984698",61.1877948990966,2.59727796067484,0.49645816984089,4.34586588387161e-10,3.73997958852848e-09,NA
"100128881",341.723987418193,1.4006755362642,0.238662892124117,4.34533040243983e-10,3.73997958852848e-09,"VPS9D1-AS1"
"101928766",122.854293057949,2.53542854682768,0.491006545939246,4.37179466586144e-10,3.76063167480793e-09,"LINC01979"
"206358",1036.08004979721,-1.32822732742431,0.223847943449006,4.40620405249314e-10,3.78855734756309e-09,"SLC36A1"
"84133",636.927266243368,1.19233391154068,0.199719313810816,4.42220347760039e-10,3.800636042642e-09,"ZNRF3"
"9588",9407.99275677248,-1.62302571003172,0.277751043559355,4.42943648440349e-10,3.80349539390467e-09,"PRDX6"
"11320",1897.31531170872,-0.942444799841426,0.155104616516649,4.42868743023766e-10,3.80349539390467e-09,"MGAT4A"
"125965",207.087482610065,-1.81164390548924,0.32506142911249,4.50035777077317e-10,3.86269138765128e-09,"COX6B2"
"152002",400.690704489186,0.724770968786508,0.119031410184628,4.51209127408653e-10,3.87105628030111e-09,"XXYLT1"
"112268432",413.126580684199,-1.64599674087822,0.295725526234057,4.58044228038355e-10,3.92623738602419e-09,"LOC112268432"
"84662",594.372711657536,1.61962523141575,0.280364167969656,4.57845195900616e-10,3.92623738602419e-09,"GLIS2"
"105371634",13.9486141034149,-1.68062090914433,0.289936278612874,4.61670417998739e-10,3.95557914233411e-09,"LOC105371634"
"9729",48.3255516152754,-1.80345981976134,0.320930660734783,4.64681437098374e-10,3.97962664357556e-09,"KIAA0408"
"27283",454.071617704516,-1.409289086219,0.24229440034656,4.70429503604119e-10,4.02708333305064e-09,"TINAG"
"26260",1307.95348013077,-1.24768823371327,0.212756187662333,4.72277121225379e-10,4.04112343403526e-09,"FBXO25"
"5916",661.729654149812,1.07211594727611,0.180231320151903,4.81019851653213e-10,4.11412455465364e-09,"RARG"
"56477",1839.72319898896,-2.05010243329018,0.37152348442545,4.83375938418956e-10,4.13246110654485e-09,"CCL28"
"1297",257.929858062779,2.58405864690028,0.469371240086618,4.85178625074758e-10,4.14605253327376e-09,"COL9A1"
"10098",414.297805001954,0.885425104566359,0.146674363282074,4.87166132793715e-10,4.16121071761298e-09,"TSPAN5"
"95681",253.576929633419,0.775208585545101,0.126914291604763,4.92383688838802e-10,4.20344350087281e-09,"CEP41"
"55035",991.976254404558,0.936570809383867,0.15455453222783,4.9254213447968e-10,4.20344350087281e-09,"NOL8"
"4009",22.3587317735519,-3.20542618085971,0.649053570497962,4.97556346896566e-10,4.24437575812993e-09,"LMX1A"
"3159",13043.3480532301,1.42571910107113,0.246513635362452,4.99671167589862e-10,4.26054990753615e-09,"HMGA1"
"105372245",76.0587273936946,1.03640296243676,0.17145816248762,5.00099364243652e-10,4.262334844046e-09,"LOC105372245"
"101060038",32.8290996391455,-1.95243370730875,0.34635531230838,5.00791934259347e-10,4.26637048105896e-09,"LINC02446"
"25885",1562.15813394027,0.823589225262825,0.135949047189019,5.05490401005932e-10,4.30451489269371e-09,"POLR1A"
"101928230",18.8929751724244,-1.40547223315894,0.237908728430574,5.05978855192396e-10,4.306791173458e-09,"LOC101928230"
"92675",1078.19184016326,1.16806329857527,0.195669383619659,5.09001982904073e-10,4.3306306758658e-09,"DTD1"
"221091",246.942554753476,-1.4828004156096,0.258453643383474,5.12982181278053e-10,4.36258863772493e-09,"LRRN4CL"
"9510",1074.37175855545,-1.63557783468737,0.290226906323405,5.16825180377432e-10,4.39335241721977e-09,"ADAMTS1"
"79645",13.3227764799166,-2.11795500412126,0.382839543930102,5.2193388373901e-10,4.43484397286964e-09,"CLXN"
"64782",860.147972994808,1.07179189961477,0.17907841717344,5.22919695132057e-10,4.4412826265577e-09,"AEN"
"79710",583.696308122516,1.29994121866445,0.222502846539261,5.34550311959382e-10,4.5380851462114e-09,"MORC4"
"105379189",115.530035202513,2.69288241381058,0.500564235517972,5.5326001177946e-10,4.69487526335729e-09,"LOC105379189"
"132",801.372920153393,0.756159225332074,0.12440968819228,5.55488715563848e-10,4.71173464094336e-09,"ADK"
"8727",659.246207224432,0.980338306044973,0.163569307917283,5.61304859670558e-10,4.75899527300136e-09,"CTNNAL1"
"220972",1041.20357416676,-1.02539056795746,0.170987479652873,5.64375686960916e-10,4.78168141772554e-09,"MARCHF8"
"26784",21.2319892064464,1.50747141820396,0.256547741892572,5.64471660043698e-10,4.78168141772554e-09,"SNORA64"
"8870",4664.69925519886,1.66280760723575,0.294477160479082,5.70586054872761e-10,4.83137539941175e-09,"IER3"
"8470",846.116537021806,-1.63694597516718,0.281987762862744,5.72985118426683e-10,4.84958069594075e-09,"SORBS2"
"11097",599.975757131368,0.775334396699811,0.127804064595135,5.73503852487357e-10,4.85186252267214e-09,"NUP42"
"9314",4983.59100986168,-1.45396305399677,0.253307930840618,5.82783257623307e-10,4.92822576735298e-09,"KLF4"
"163882",737.284338653516,-0.933712324006948,0.155159166467517,5.88837552996664e-10,4.97726186832033e-09,"CNST"
"1604",2546.25403333619,1.25719237409709,0.215527589760713,5.95900522412316e-10,5.03477773274614e-09,"CD55"
"911",98.4448109770522,-1.50806306640829,0.256895542484915,5.9684950462852e-10,5.04060889099758e-09,"CD1C"
"7122",2955.29848666458,-2.31519194671428,0.435516542887484,5.99254800455996e-10,5.05872875547487e-09,"CLDN5"
"3801",910.946550602196,1.47710399535923,0.260187007262854,6.03869394030772e-10,5.09547506444943e-09,"KIFC3"
"54578",245.186097677342,-1.99515040168463,0.374406789877797,6.04487173653871e-10,5.09847886830192e-09,"UGT1A6"
"5208",1683.37236670504,-1.1795348724437,0.20215209845164,6.10902621708014e-10,5.15035868301453e-09,"PFKFB2"
"2549",889.100747954745,-1.34681022465387,0.228704109284042,6.25654947650916e-10,5.27244920186136e-09,"GAB1"
"166336",227.365154646702,-1.24440554029653,0.214464264544523,6.27478941168367e-10,5.28553303600949e-09,"PRICKLE2"
"9727",1864.62359506849,1.00185610232937,0.167239239144673,6.38576230926288e-10,5.37668486696474e-09,"RAB11FIP3"
"653381",317.007541532992,1.44127315015764,0.250754876856007,6.42697878874761e-10,5.40904978007173e-09,"SORD2P"
"6856",2497.47754111242,0.715946690857411,0.118036379846567,6.43429187763132e-10,5.41286541325572e-09,"SYPL1"
"10322",852.105450995374,0.98681346355176,0.166251372032769,6.46645472681278e-10,5.43568370341191e-09,"SMYD5"
"392465",144.163500404076,-1.74517140319469,0.312709153691862,6.46699827512472e-10,5.43568370341191e-09,"GLOD5"
"51622",1140.10359519192,0.750283121366663,0.124396667545588,6.4839235243691e-10,5.44755869875273e-09,"CCZ1"
"1039",892.538466565773,0.949308025371042,0.158366680047096,6.50341931224626e-10,5.46158219517016e-09,"CDR2"
"159296",490.57722042291,-1.52063626590671,0.26725604286496,6.53152081433802e-10,5.48281758013935e-09,"NKX2-3"
"54994",2265.77688981986,0.672795822294674,0.111015837170245,6.54549387137292e-10,5.49217979943936e-09,"GID8"
"414149",62.1765521395717,1.34233333480034,0.229744335063819,6.59054025577631e-10,5.52759567102685e-09,"ACBD7"
"105377548",111.935288853814,-1.50038973572094,0.261250661030539,6.60438687416502e-10,5.53682455335186e-09,"LOC105377548"
"100506990",334.511991381272,-1.0523355301276,0.177083220907668,6.65830409055964e-10,5.57962444766131e-09,"FAM86B2-DT"
"5092",2957.312538868,0.854266942129518,0.142167005023195,6.67108427274264e-10,5.58792972953389e-09,"PCBD1"
"203274",71.689381206202,-1.74292682559276,0.304421298677619,6.67661525570478e-10,5.59015830201421e-09,"LINC00537"
"10643",81.8869844699162,2.79404644454111,0.606096848266603,6.70548131244468e-10,5.61191442027762e-09,"IGF2BP3"
"55775",448.422034839998,0.695076404233767,0.114942487226346,6.74281899536836e-10,5.64073882881438e-09,"TDP1"
"144571",2196.91157386249,-2.57464833630782,0.499379389064348,6.79016380111919e-10,5.67790639874608e-09,"A2M-AS1"
"6398",4448.62693772028,-2.1346555450265,0.400149836325999,6.84018034714168e-10,5.71727520431692e-09,"SECTM1"
